#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 04 09 50 330  5.5  6.9  1.81 14.81  8.62 305 1015.3  13.7  14.4 999.0 99.0 99.00
2014 01 04 10 50 346  4.7  6.0  2.01 14.81  8.81 303 1015.2  13.5  14.4 999.0 99.0 99.00
2014 01 04 11 50 346  3.7  4.9  1.80 13.79  8.10 303 1015.2  13.2  14.4 999.0 99.0 99.00
2014 01 04 12 50 334  3.1  4.6  1.97 13.79  8.69 306 1015.2  13.2  14.4 999.0 99.0 99.00
2014 01 04 13 50 316  2.8  4.8  2.05 14.81  8.81 310 1015.5  13.0  14.4 999.0 99.0 99.00
2014 01 04 14 50 310  3.7  5.2  1.93 13.79  8.85 316 1015.6  13.0  14.4 999.0 99.0 99.00
2014 01 04 15 50 321  3.4  5.6  1.99 13.79  8.95 312 1016.0  13.0  14.4 999.0 99.0 99.00
2014 01 04 16 50  27  1.8  2.8  1.99 13.79  8.31 295 1016.7  12.9  14.5 999.0 99.0 99.00
2014 01 04 17 50 348  1.8  2.8  2.29 13.79  9.25 300 1017.3  12.9  14.5 999.0 99.0 99.00
2014 01 04 18 50 337  3.9  5.8  2.28 13.79  9.53 315 1017.1  12.9  14.5 999.0 99.0 99.00
2014 01 04 19 50 300  3.9  4.6  2.10 12.90  8.73 306 1016.2  12.8  14.6 999.0 99.0 99.00
2014 01 04 20 50 317  3.5  4.8  2.15 13.79  8.82 302 1015.7  12.3  14.7 999.0 99.0 99.00
2014 01 04 21 50 309  4.3  5.4  2.00 13.79  8.39 304 1015.5  12.4  14.7 999.0 99.0 99.00
2014 01 04 22 50 301  5.2  6.7  2.11 12.90  8.49 309 1015.6  12.4  14.8 999.0 99.0 99.00
2014 01 04 23 50 303  5.8  7.2  2.06 13.79  8.15 323 1015.6  12.3  14.7 999.0 99.0 99.00
2014 01 05 00 50 316  5.9  8.1  1.95 13.79  7.48 317 1016.1  12.4  14.7 999.0 99.0 99.00
2014 01 05 01 50 321  5.5  7.5  2.02 13.79  7.72 321 1016.3  12.3  14.6 999.0 99.0 99.00
2014 01 05 02 50 319  5.1  6.7  2.32 12.90  8.21 313 1016.7  12.6  14.5 999.0 99.0 99.00
2014 01 05 03 50 338  4.9  6.3  2.01 12.90  7.76 318 1017.0  12.7  14.5 999.0 99.0 99.00
2014 01 05 04 50 342  4.0  6.0  1.86 12.12  7.59 312 1017.6  12.8  14.5 999.0 99.0 99.00
2014 01 05 05 50 329  3.3  5.1  2.02 12.90  8.39 314 1018.1  12.9  14.4 999.0 99.0 99.00
2014 01 05 06 50  21  2.9  4.4  1.75 12.12  7.69 308 1018.3  12.7  14.4 999.0 99.0 99.00
2014 01 05 07 50  16  2.0  3.1  1.71 12.90  7.62 323 1018.3  12.6  14.4 999.0 99.0 99.00
2014 01 05 08 50   1  2.5  4.2  1.73 12.12  7.86 304 1018.4  12.6  14.3 999.0 99.0 99.00
2014 01 05 09 50  15  1.3  2.8  1.77 11.43  8.21 311 1018.5  12.7  14.3 999.0 99.0 99.00
2014 01 05 10 50  89  2.7  3.7  1.82 10.81  7.95 302 1018.6  12.3  14.3 999.0 99.0 99.00
2014 01 05 11 50  85  1.8  2.9  1.68 11.43  7.80 302 1018.6  11.9  14.3 999.0 99.0 99.00
2014 01 05 12 50   6  2.2  3.3  1.63 12.12  7.90 308 1018.6  11.7  14.3 999.0 99.0 99.00
2014 01 05 13 50  57  1.2  2.3  1.78 10.81  7.82 307 1018.9  11.4  14.3 999.0 99.0 99.00
2014 01 05 14 50  73  2.3  3.0  1.64 11.43  7.57 287 1019.2  11.1  14.2 999.0 99.0 99.00
2014 01 05 15 50  98  1.9  2.6  1.51 10.81  7.34 302 1020.0  10.9  14.2 999.0 99.0 99.00
2014 01 05 16 50  95  2.2  3.0  1.36  9.09  7.05 312 1021.0  11.9  14.3 999.0 99.0 99.00
2014 01 05 17 50 160  0.7  1.5  1.27 10.00  7.63 312 1021.9  12.9  14.4 999.0 99.0 99.00
2014 01 05 18 50  65  0.6  1.2  1.15 12.12  7.78 308 1022.0  14.1  14.7 999.0 99.0 99.00
2014 01 05 19 50  11  0.8  1.3  1.21 12.90  7.89 303 1021.2  13.2  14.9 999.0 99.0 99.00
2014 01 05 20 50 286  1.2  1.6  1.14  9.09  7.59 306 1020.6  13.4  15.1 999.0 99.0 99.00
2014 01 05 21 50 309  3.6  4.4  1.23 10.00  7.66 315 1020.1  13.1  15.3 999.0 99.0 99.00
2014 01 05 22 50 337  2.6  3.3  1.21 10.00  7.48 308 1020.3  12.7  15.2 999.0 99.0 99.00
2014 01 05 23 50 317  2.8  3.5  1.23  9.09  7.37 321 1020.4  12.6  15.1 999.0 99.0 99.00
2014 01 06 00 50 322  2.7  3.2  1.23 10.81  7.51 314 1020.5  13.4  15.0 999.0 99.0 99.00
2014 01 06 01 50 340  3.6  4.0  1.17  9.09  7.33 317 1020.8  13.8  14.9 999.0 99.0 99.00
2014 01 06 02 50   1  2.9  3.5  1.17 11.43  7.16 314 1021.2  14.0  14.8 999.0 99.0 99.00
2014 01 06 03 50  11  2.8  3.4  1.06  8.33  6.92 310 1021.5  14.0  14.7 999.0 99.0 99.00
2014 01 06 04 50   3  1.5  2.0  1.07  8.33  7.06 314 1022.0  13.8  14.6 999.0 99.0 99.00
2014 01 06 05 50  21  1.4  1.8  1.04  8.33  7.28 324 1022.4  13.8  14.6 999.0 99.0 99.00
2014 01 06 06 50  71  1.5  1.9  0.99  9.09  7.55 314 1022.3  13.7  14.5 999.0 99.0 99.00
2014 01 06 07 50  81  2.7  3.4  0.90 16.00  7.63 242 1022.2  13.1  14.5 999.0 99.0 99.00
2014 01 06 08 50  69  3.1  3.7  0.85 16.00  7.14 232 1021.5  13.5  14.5 999.0 99.0 99.00
2014 01 06 09 50  75  2.9  3.7  0.85 16.00  6.93 309 1021.8  13.4  14.5 999.0 99.0 99.00
2014 01 06 10 50  50  2.1  2.6  0.92 16.00  7.31 302 1022.2  13.4  14.5 999.0 99.0 99.00
2014 01 06 11 50  28  1.4  2.0  0.84 16.00  6.69 311 1022.3  13.7  14.5 999.0 99.0 99.00
2014 01 06 12 50  28  1.9  2.3  0.98 16.00  7.28 305 1022.2  14.0  14.4 999.0 99.0 99.00
2014 01 06 13 50  48  1.4  1.9  0.88  8.33  6.71 308 1022.5  13.8  14.5 999.0 99.0 99.00
2014 01 06 14 50 360  2.1  2.6  1.00 16.00  7.15 308 1023.0  12.4  14.5 999.0 99.0 99.00
2014 01 06 15 50   5  2.8  3.4  0.94 16.00  7.32 302 1023.5  11.8  14.5 999.0 99.0 99.00
2014 01 06 16 50 325  2.3  3.0  0.86 16.00  7.26 314 1024.6  12.1  14.5 999.0 99.0 99.00
2014 01 06 17 50 315  3.7  4.3  0.84 14.81  6.45 311 1025.1  12.6  14.6 999.0 99.0 99.00
2014 01 06 18 50 307  3.0  3.5  0.77 16.00  6.44 295 1024.8  13.4  14.7 999.0 99.0 99.00
2014 01 06 19 50 325  4.3  5.0  0.79 16.00  6.67 327 1024.2  13.5  14.7 999.0 99.0 99.00
2014 01 06 20 50 329  3.9  4.6  0.93 14.81  7.57 290 1023.2  13.9  14.8 999.0 99.0 99.00
2014 01 06 21 50 331  3.9  4.6  0.94 14.81  8.00 309 1022.2  13.9  14.9 999.0 99.0 99.00
2014 01 06 22 50 303  2.7  3.3  0.96 14.81  8.05 295 1021.9  13.9  15.0 999.0 99.0 99.00
2014 01 06 23 50 313  3.3  3.9  0.82 14.81  7.27 292 1021.7  14.0  15.0 999.0 99.0 99.00
2014 01 07 00 50 318  3.0  3.7  0.86 14.81  7.11 259 1021.1  13.9  14.9 999.0 99.0 99.00
2014 01 07 01 50 310  3.7  4.4  0.91 14.81  7.82 314 1021.3  13.8  14.9 999.0 99.0 99.00
2014 01 07 02 50 314  4.2  4.9  0.90 13.79  7.01 308 1021.8  13.8  14.8 999.0 99.0 99.00
2014 01 07 03 50 325  4.8  5.7  0.95 14.81  6.91 292 1022.3  14.1  14.7 999.0 99.0 99.00
2014 01 07 04 50 324  5.9  7.1  1.01 14.81  6.93 320 1022.5  14.3  14.7 999.0 99.0 99.00
2014 01 07 05 50 323  5.8  7.3  0.95 13.79  5.95 303 1022.5  14.0  14.6 999.0 99.0 99.00
2014 01 07 06 50 342  6.0  7.1  1.12 13.79  5.98 316 1022.2  13.9  14.6 999.0 99.0 99.00
2014 01 07 07 50 341  4.0  4.8  1.06 14.81  5.90 320 1021.8  13.8  14.6 999.0 99.0 99.00
2014 01 07 08 50 343  2.7  3.4  1.21 13.79  6.95 292 1021.4  13.8  14.6 999.0 99.0 99.00
2014 01 07 09 50 331  2.4  3.1  1.08 13.79  6.95 280 1021.3  13.7  14.5 999.0 99.0 99.00
2014 01 07 10 50 312  4.2  5.2  1.00 13.79  7.49 306 1021.5  13.8  14.5 999.0 99.0 99.00
2014 01 07 11 50 325  5.5  6.6  1.15 13.79  8.05 296 1021.6  13.5  14.5 999.0 99.0 99.00
2014 01 07 12 50 334  5.9  6.9  1.10 13.79  6.58 285 1021.0  13.6  14.5 999.0 99.0 99.00
2014 01 07 13 50 331  5.4  6.4  0.99 12.90  5.94 292 1021.0  13.7  14.5 999.0 99.0 99.00
2014 01 07 14 50 321  6.1  7.2  1.23 13.79  6.66 300 1021.3  13.7  14.5 999.0 99.0 99.00
2014 01 07 15 50 326  5.3  6.3  1.15 13.79  6.12 303 1021.5  13.7  14.5 999.0 99.0 99.00
2014 01 07 16 50 332  5.2  6.3  1.21 12.90  6.31 301 1022.2  14.0  14.5 999.0 99.0 99.00
2014 01 07 17 50 335  4.5  5.4  1.24 12.90  6.40 288 1022.5  14.1  14.5 999.0 99.0 99.00
2014 01 07 18 50 319  5.9  7.2  1.15 12.90  5.98 304 1022.6  14.2  14.5 999.0 99.0 99.00
2014 01 07 19 50 307  5.8  6.5  1.20 13.79  6.67 294 1021.5  14.2  14.6 999.0 99.0 99.00
2014 01 07 20 50 308  5.9  7.0  1.28 12.90  7.00 301 1020.5  14.1  14.6 999.0 99.0 99.00
2014 01 07 21 50 317  7.1  8.4  1.20 12.90  6.98 296 1020.0  14.0  14.6 999.0 99.0 99.00
2014 01 07 22 50 315  7.5  9.6  1.26 13.79  5.95 284 1020.7  14.1  14.6 999.0 99.0 99.00
2014 01 07 23 50 322  6.2  7.2  1.29 12.90  5.22 300 1020.6  14.2  14.6 999.0 99.0 99.00
2014 01 08 00 50 324  6.7  7.8  1.29 12.90  6.19 297 1020.4  14.3  14.6 999.0 99.0 99.00
2014 01 08 01 50 319  8.2  9.5  1.29 12.90  5.89 315 1020.5  14.3  14.6 999.0 99.0 99.00
2014 01 08 02 50 320  8.8 10.8  1.32 12.90  5.72 295 1020.5  14.3  14.5 999.0 99.0 99.00
2014 01 08 03 50 326  9.1 11.0  1.46 12.90  5.49 305 1020.8  14.2  14.5 999.0 99.0 99.00
2014 01 08 04 50 332  9.5 11.8  1.48 12.90  5.07 315 1021.2  14.0  14.5 999.0 99.0 99.00
2014 01 08 05 50 328  8.7 10.2  1.55 12.12  5.20 307 1021.6  13.6  14.5 999.0 99.0 99.00
2014 01 08 06 50 319  9.6 12.2  1.53 12.12  5.09 316 1021.9  13.7  14.5 999.0 99.0 99.00
2014 01 08 07 50 321  8.1 10.4  1.58 12.12  5.07 307 1021.7  13.2  14.5 999.0 99.0 99.00
2014 01 08 08 50 327  8.4  9.9  1.43 12.90  5.06 292 1021.2  12.9  14.5 999.0 99.0 99.00
2014 01 08 09 50 324  8.6 10.3  1.56 12.12  5.34 301 1021.2  13.0  14.5 999.0 99.0 99.00
2014 01 08 10 50 322  8.2 10.1  1.60 12.12  5.48 305 1021.2  13.1  14.4 999.0 99.0 99.00
2014 01 08 11 50 325  8.3  9.6  1.58 12.12  5.63 299 1020.8  13.1  14.4 999.0 99.0 99.00
2014 01 08 12 50 326  7.8  8.9  1.38 12.12  5.15 304 1020.4  13.4  14.4 999.0 99.0 99.00
2014 01 08 13 50 335  6.8  8.4  1.42 12.90  5.59 288 1020.8  13.1  14.4 999.0 99.0 99.00
2014 01 08 14 50 342  6.1  7.1  1.59 11.43  6.33 294 1021.0  12.9  14.4 999.0 99.0 99.00
2014 01 08 15 50 316  6.9  8.3  1.43 11.43  6.18 292 1021.7  13.0  14.4 999.0 99.0 99.00
2014 01 08 16 50 337  7.0  8.4  1.56 11.43  6.26 308 1022.8  13.2  14.3 999.0 99.0 99.00
2014 01 08 17 50 342  6.6  8.5  1.52 11.43  5.66 299 1023.2  12.9  14.4 999.0 99.0 99.00
2014 01 08 18 50 325  8.0  9.6  1.53 11.43  5.72 309 1022.6  13.1  14.4 999.0 99.0 99.00
2014 01 08 19 50 313  9.7 11.2  1.70 11.43  5.73 287 1021.7  13.2  14.4 999.0 99.0 99.00
2014 01 08 20 50 310 11.0 13.1  1.71 11.43  5.41 304 1020.6  13.0  14.5 999.0 99.0 99.00
2014 01 08 21 50 322 11.2 13.7  1.79 17.39  5.45 323 1020.5  12.9  14.5 999.0 99.0 99.00
2014 01 08 22 50 325 10.6 12.2  2.01 11.43  5.53 299 1019.9  13.0  14.5 999.0 99.0 99.00
2014 01 08 23 50 321 10.6 12.4  2.05  6.67  5.41 331 1020.0  13.2  14.5 999.0 99.0 99.00
2014 01 09 00 50 318 11.0 12.9  2.03  6.67  5.31 331 1020.2  13.2  14.5 999.0 99.0 99.00
2014 01 09 01 50 321 10.4 12.2  2.04  6.67  5.38 323 1020.4  13.2  14.5 999.0 99.0 99.00
2014 01 09 02 50 319 10.7 12.8  2.17  7.14  5.79 328 1020.6  13.5  14.4 999.0 99.0 99.00
2014 01 09 03 50 323 12.1 14.2  2.19  7.14  5.57 319 1021.0  13.4  14.4 999.0 99.0 99.00
2014 01 09 04 50 325 11.9 14.9  2.52 16.00  6.01 313 1020.8  13.5  14.4 999.0 99.0 99.00
2014 01 09 05 50 329 11.4 13.8  2.48 16.00  5.70 308 1021.2  13.7  14.4 999.0 99.0 99.00
2014 01 09 06 50 332 10.0 11.8  2.13  6.67  5.62 333 1021.2  13.6  14.4 999.0 99.0 99.00
2014 01 09 07 50 344  7.5  8.8  2.17 16.00  6.04 317 1021.1  13.7  14.3 999.0 99.0 99.00
2014 01 09 08 50   2  8.1  9.8  1.97 10.00  6.13 303 1020.4  13.9  14.4 999.0 99.0 99.00
2014 01 09 09 50   4  9.4 11.4  1.82 16.00  6.02 328 1021.3  13.5  14.4 999.0 99.0 99.00
2014 01 09 10 50 356  9.6 11.3  2.05 16.00  6.46 307 1021.5  13.3  14.4 999.0 99.0 99.00
2014 01 09 11 50 351  9.4 10.7  1.95 16.00  6.25 335 1021.2  13.1  14.4 999.0 99.0 99.00
2014 01 09 12 50   4  8.8  9.9  1.81 16.00  6.20 317 1021.0  13.0  14.4 999.0 99.0 99.00
2014 01 09 13 50   4  9.1 10.5  1.99 14.81  6.31 295 1021.1  13.2  14.3 999.0 99.0 99.00
2014 01 09 14 50 353  9.9 11.8  1.88 16.00  5.98 304 1021.7  13.2  14.3 999.0 99.0 99.00
2014 01 09 15 50 353  9.3 11.0  2.00 14.81  6.28 326 1022.2  13.0  14.3 999.0 99.0 99.00
2014 01 09 16 50 350  7.5  9.0  2.12 14.81  6.39 311 1022.9  13.0  14.2 999.0 99.0 99.00
2014 01 09 17 50 344  8.0  9.6  2.07  6.67  6.30 319 1023.0  13.1  14.2 999.0 99.0 99.00
2014 01 09 18 50 343  8.0  9.6  2.09  7.14  6.20 324 1022.9  13.3  14.2 999.0 99.0 99.00
2014 01 09 19 50 336  7.3  9.4  2.29  7.14  6.41 325 1022.5  13.5  14.3 999.0 99.0 99.00
2014 01 09 20 50 324  9.4 11.2  2.27  7.14  5.96 325 1020.8  13.5  14.3 999.0 99.0 99.00
2014 01 09 21 50 327 10.1 11.5  2.35  7.14  5.88 322 1020.1  13.4  14.4 999.0 99.0 99.00
2014 01 09 22 50 318 11.9 14.5  2.29 12.12  5.77 306 1019.8  13.5  14.4 999.0 99.0 99.00
2014 01 09 23 50 328 10.4 12.6  2.44  7.14  5.65 321 1020.0  13.7  14.4 999.0 99.0 99.00
2014 01 10 00 50 331 10.3 12.5  2.56 10.81  5.94 315 1020.5  13.7  14.4 999.0 99.0 99.00
2014 01 10 01 50 332 11.4 14.4  2.56  6.67  5.91 330 1020.5  13.8  14.4 999.0 99.0 99.00
2014 01 10 02 50 335 10.6 13.0  2.98  7.14  6.39 324 1021.1  13.8  14.4 999.0 99.0 99.00
2014 01 10 03 50 337  9.1 11.4  2.79 14.81  6.46 315 1021.5  13.8  14.3 999.0 99.0 99.00
2014 01 10 04 50 337  9.3 11.2  2.92  7.69  6.70 324 1022.2  13.7  14.3 999.0 99.0 99.00
2014 01 10 05 50 345  7.7  9.1  2.59 14.81  6.68 307 1022.5  13.8  14.3 999.0 99.0 99.00
2014 01 10 06 50  19  5.4  6.2  2.74 14.81  7.20 304 1022.8  14.5  14.2 999.0 99.0 99.00
2014 01 10 07 50  14  6.4  7.4  2.76 14.81  7.68 302 1022.8  14.3  14.2 999.0 99.0 99.00
2014 01 10 08 50  27  7.6  9.1  2.67 14.81  7.71 298 1022.6  14.0  14.2 999.0 99.0 99.00
2014 01 10 09 50  24  6.1  7.3  2.75 14.81  7.86 304 1022.2  14.1  14.2 999.0 99.0 99.00
2014 01 10 10 50 352  5.0  6.3  2.74 13.79  8.06 316 1022.2  14.0  14.2 999.0 99.0 99.00
2014 01 10 11 50   2  7.5  8.9  2.87 13.79  8.55 316 1021.8  13.6  14.2 999.0 99.0 99.00
