#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 07 22 08 50 342  2.8  4.3  1.73 16.00  7.45 199 1012.6  12.8  14.7 999.0 99.0 99.00
2010 07 22 09 50  14  2.1  3.3  1.50  9.09  7.24 318 1012.8  12.7  14.7 999.0 99.0 99.00
2010 07 22 10 50 355  2.7  3.5  1.67 16.00  7.39 191 1012.6  12.6  14.7 999.0 99.0 99.00
2010 07 22 11 50 338  3.3  4.3  1.77 10.00  7.58 314 1012.3  12.4  14.7 999.0 99.0 99.00
2010 07 22 12 50 323  3.2  4.7  1.80  9.09  7.62 308 1012.7  12.4  14.7 999.0 99.0 99.00
2010 07 22 13 50 305  3.5  4.4  1.67  9.09  7.17 308 1013.0  12.5  14.8 999.0 99.0 99.00
2010 07 22 14 50 309  3.2  4.3  1.69  9.09  7.68 296 1013.3  12.2  14.7 999.0 99.0 99.00
2010 07 22 15 50 331  2.4  3.1  1.46 14.81  7.17 171 1013.8  12.3  14.8 999.0 99.0 99.00
2010 07 22 16 50 255  0.4  1.1  1.46  9.09  6.69 297 1014.0  12.5  14.6 999.0 99.0 99.00
2010 07 22 17 50 318  0.3  1.0  1.50 14.81  6.99 198 1014.4  13.2  14.5 999.0 99.0 99.00
2010 07 22 18 50 320  1.2  1.9  1.51  9.09  6.91 307 1014.5  12.8  14.4 999.0 99.0 99.00
2010 07 22 19 50 305  1.4  1.9  1.49  9.09  6.92 293 1014.5  13.0  14.6 999.0 99.0 99.00
2010 07 22 20 50 254  0.6  1.0  1.36  9.09  6.83 304 1014.5  13.6  15.0 999.0 99.0 99.00
2010 07 22 21 50 282  1.7  2.6  1.45  9.09  7.16 300 1014.2  14.0  15.3 999.0 99.0 99.00
2010 07 22 22 50 285  2.6  3.3  1.46 14.81  7.25 190 1014.0  13.9  15.6 999.0 99.0 99.00
2010 07 22 23 50 302  3.7  4.7  1.52 14.81  7.54 193 1013.6  14.1  15.0 999.0 99.0 99.00
2010 07 23 00 50 309  4.0  5.1  1.42  9.09  7.04 303 1013.1  14.0  14.9 999.0 99.0 99.00
2010 07 23 01 50 300  3.8  5.0  1.56  9.09  7.48 308 1012.8  13.9  14.8 999.0 99.0 99.00
2010 07 23 02 50 337  3.0  4.6  1.42  9.09  7.43 299 1012.9  13.7  14.8 999.0 99.0 99.00
2010 07 23 03 50 323  3.0  4.1  1.42  8.33  7.62 300 1013.0  13.6  15.0 999.0 99.0 99.00
2010 07 23 04 50 311  3.8  5.0  1.34 13.79  7.62 193 1013.3  13.3  15.0 999.0 99.0 99.00
2010 07 23 05 50 308  3.8  5.4  1.35 14.81  7.72 210 1013.4  13.0  14.9 999.0 99.0 99.00
2010 07 23 06 50 337  3.6  4.2  1.35 14.81  7.53 176 1013.4  13.3  14.9 999.0 99.0 99.00
2010 07 23 07 50 317  2.9  4.4  1.26  9.09  7.25 307 1013.4  13.4  14.7 999.0 99.0 99.00
2010 07 23 08 50   3  3.4  4.3  1.25 14.81  7.69 184 1013.3  13.3  14.8 999.0 99.0 99.00
2010 07 23 09 50 353  2.8  4.1  1.26 14.81  7.70 213 1013.1  13.1  14.7 999.0 99.0 99.00
2010 07 23 10 50 352  3.4  5.0  1.42 14.81  7.88 202 1013.1  12.8  14.6 999.0 99.0 99.00
2010 07 23 11 50 355  3.5  4.8  1.38  9.09  7.77 302 1013.1  12.6  14.5 999.0 99.0 99.00
2010 07 23 12 50   4  3.7  4.6  1.41 10.00  7.51 290 1013.2  12.4  14.5 999.0 99.0 99.00
2010 07 23 13 50  17  2.9  3.8  1.49  9.09  7.82 298 1013.6  12.3  14.6 999.0 99.0 99.00
2010 07 23 14 50   4  1.6  3.2  1.48  9.09  7.93 296 1014.1  12.3  14.6 999.0 99.0 99.00
2010 07 23 15 50 349  2.3  3.5  1.43  9.09  8.04 297 1014.5  12.5  14.5 999.0 99.0 99.00
2010 07 23 16 50 313  3.2  4.1  1.33  9.09  8.03 303 1014.5  12.4  14.4 999.0 99.0 99.00
2010 07 23 17 50 325  3.6  4.7  1.38 10.00  7.97 304 1014.8  12.7  14.4 999.0 99.0 99.00
2010 07 23 18 50 324  3.1  4.3  1.28  9.09  7.77 306 1015.1  13.0  14.5 999.0 99.0 99.00
2010 07 23 19 50 306  4.0  5.0  1.44 10.00  8.41 304 1014.9  13.2  14.8 999.0 99.0 99.00
2010 07 23 20 50 311  4.9  5.9  1.25 10.00  7.76 304 1014.7  13.5  14.9 999.0 99.0 99.00
2010 07 23 21 50 308  4.1  5.3  1.46 13.79  7.96 209 1014.5  13.8  14.9 999.0 99.0 99.00
2010 07 23 22 50 312  4.5  5.8  1.39  9.09  7.40 304 1014.2  13.8  15.0 999.0 99.0 99.00
2010 07 23 23 50 299  4.9  6.4  1.44  9.09  7.35 312 1013.7  13.8  15.0 999.0 99.0 99.00
2010 07 24 00 50 311  3.9  6.1  1.38 10.00  7.11 305 1013.5  13.5  15.0 999.0 99.0 99.00
2010 07 24 01 50 298  3.8  5.4  1.32 13.79  6.93 205 1013.4  13.4  15.0 999.0 99.0 99.00
2010 07 24 02 50 301  4.3  5.6  1.38  9.09  7.28 304 1013.6  13.4  15.1 999.0 99.0 99.00
2010 07 24 03 50 327  4.6  6.2  1.30  8.33  7.20 303 1013.7  13.5  15.1 999.0 99.0 99.00
2010 07 24 04 50 344  4.5  6.1  1.28  9.09  6.96 310 1014.1  13.4  15.1 999.0 99.0 99.00
2010 07 24 05 50 339  4.7  5.5  1.37  9.09  7.33 311 1014.1  13.4  15.0 999.0 99.0 99.00
2010 07 24 06 50 319  4.5  5.6  1.35 10.00  7.11 317 1014.0  13.4  15.0 999.0 99.0 99.00
2010 07 24 07 50 321  5.2  6.6  1.34  9.09  7.06 314 1013.9  13.4  14.9 999.0 99.0 99.00
2010 07 24 08 50 329  4.7  5.5  1.16 10.00  6.45 315 1013.6  13.4  14.9 999.0 99.0 99.00
2010 07 24 09 50 330  5.1  6.4  1.29  9.09  6.90 321 1013.5  13.3  14.8 999.0 99.0 99.00
2010 07 24 10 50 321  5.2  6.8  1.17 10.00  6.83 306 1013.2  13.3  14.8 999.0 99.0 99.00
2010 07 24 11 50 337  5.5  7.3  1.40  9.09  7.07 306 1013.2  13.3  14.7 999.0 99.0 99.00
2010 07 24 12 50 331  4.8  6.3  1.43 10.81  6.93 302 1013.5  13.3  14.8 999.0 99.0 99.00
2010 07 24 13 50 312  5.5  6.7  1.51 10.00  7.43 309 1013.8  13.5  14.9 999.0 99.0 99.00
2010 07 24 14 50 320  5.3  6.8  1.45 10.00  7.15 308 1014.3  13.5  14.9 999.0 99.0 99.00
2010 07 24 15 50 340  4.7  5.7  1.56 10.00  7.26 307 1014.5  13.5  14.9 999.0 99.0 99.00
2010 07 24 16 50 358  4.9  5.7  1.43 10.00  6.92 303 1014.4  13.3  14.8 999.0 99.0 99.00
2010 07 24 17 50   3  4.7  5.6  1.40 10.00  7.05 311 1014.5  13.3  14.8 999.0 99.0 99.00
2010 07 24 18 50 330  3.4  4.3  1.22  9.09  6.46 298 1014.7  13.5  14.8 999.0 99.0 99.00
2010 07 24 19 50 324  2.4  3.1  1.30 10.81  6.95 295 1014.9  13.7  14.7 999.0 99.0 99.00
2010 07 24 20 50 317  5.1  5.8  1.37 10.00  7.19 313 1014.6  14.2  14.8 999.0 99.0 99.00
2010 07 24 21 50 305  5.9  7.0  1.33 10.00  7.08 304 1014.3  14.3  14.9 999.0 99.0 99.00
2010 07 24 22 50 312  5.9  6.9  1.26 10.81  6.36 304 1014.0  14.4  15.0 999.0 99.0 99.00
2010 07 25 00 50 317  6.5  8.0  1.41 10.00  6.48 314 1013.7  14.3  15.0 999.0 99.0 99.00
2010 07 25 01 50 311  6.7  7.9  1.28  9.09  5.86 319 1013.6  14.2  14.9 999.0 99.0 99.00
2010 07 25 02 50 321  6.5  8.0  1.57 10.00  6.47 306 1013.4  14.2  14.9 999.0 99.0 99.00
2010 07 25 03 50 333  6.3  7.7  1.40 10.00  6.05 305 1013.6  14.1  14.9 999.0 99.0 99.00
2010 07 25 04 50 325  6.5  7.5  1.30 10.00  6.09 307 1013.7  13.9  14.8 999.0 99.0 99.00
2010 07 25 05 50 327  6.3  7.4  1.15 10.81  5.72 282 1013.5  14.0  14.9 999.0 99.0 99.00
2010 07 25 06 50 327  6.0  6.8  1.21 10.00  6.07 308 1013.5  13.9  14.9 999.0 99.0 99.00
2010 07 25 07 50 325  5.8  6.8  1.15 10.00  5.93 288 1013.4  13.7  14.9 999.0 99.0 99.00
2010 07 25 08 50 326  5.8  7.7  1.23 10.00  6.12 310 1013.2  13.6  14.9 999.0 99.0 99.00
2010 07 25 09 50 326  5.6  6.8  1.19  9.09  6.03 307 1012.8  13.5  14.9 999.0 99.0 99.00
2010 07 25 10 50 335  6.0  7.6  1.23 10.00  6.07 311 1012.6  13.4  14.7 999.0 99.0 99.00
2010 07 25 11 50 334  6.7  8.2  1.33 10.00  6.35 307 1012.8  13.3  14.7 999.0 99.0 99.00
2010 07 25 12 50 325  5.1  6.0  1.28 10.00  6.42 318 1013.3  13.3  14.7 999.0 99.0 99.00
2010 07 25 13 50 345  4.3  5.4  1.28  9.09  6.40 310 1013.8  13.3  14.7 999.0 99.0 99.00
2010 07 25 14 50 327  4.9  7.0  1.32  9.09  6.48 309 1014.0  13.4  14.7 999.0 99.0 99.00
2010 07 25 15 50 324  4.9  6.1  1.30  9.09  6.42 318 1014.5  13.5  14.6 999.0 99.0 99.00
2010 07 25 16 50 330  4.0  5.1  1.21  9.09  6.06 313 1014.7  13.6  14.5 999.0 99.0 99.00
2010 07 25 17 50 313  3.9  4.6  1.26  9.09  6.56 301 1015.1  13.7  14.5 999.0 99.0 99.00
2010 07 25 18 50 300  3.4  4.1  1.18  9.09  6.51 306 1015.1  13.7  14.6 999.0 99.0 99.00
2010 07 25 19 50 309  3.5  4.4  1.23  9.09  6.68 303 1014.7  13.6  14.7 999.0 99.0 99.00
2010 07 25 20 50 346  2.2  2.9  1.10 10.00  6.82 296 1014.3  13.4  14.7 999.0 99.0 99.00
2010 07 25 21 50 308  4.5  5.7  1.09  9.09  6.62 304 1014.1  13.9  14.7 999.0 99.0 99.00
2010 07 25 22 50 303  5.2  6.0  1.18 10.00  6.66 278 1013.9  14.0  14.8 999.0 99.0 99.00
2010 07 25 23 50 305  5.4  6.0  1.17  9.09  6.58 307 1013.4  14.0  14.8 999.0 99.0 99.00
2010 07 26 00 50 315  5.7  6.7  1.19  9.09  6.05 303 1013.0  14.0  14.7 999.0 99.0 99.00
2010 07 26 01 50 314  5.3  6.4  1.11  9.09  5.93 315 1012.8  14.0  14.7 999.0 99.0 99.00
2010 07 26 02 50 315  5.7  6.6  1.21 10.00  6.26 314 1012.6  14.0  14.6 999.0 99.0 99.00
2010 07 26 03 50 333  5.4  6.5  1.40 10.00  6.59 315 1012.5  13.9  14.5 999.0 99.0 99.00
2010 07 26 04 50 319  4.6  5.4  1.27  9.09  6.15 309 1012.8  13.9  14.5 999.0 99.0 99.00
2010 07 26 05 50 316  5.5  6.6  1.18  9.09  6.04 303 1013.1  13.8  14.4 999.0 99.0 99.00
2010 07 26 06 50 318  3.8  4.5  1.09 10.00  5.83 312 1013.2  13.7  14.4 999.0 99.0 99.00
2010 07 26 07 50 338  3.5  4.3  1.02  8.33  6.24 315 1013.3  13.5  14.4 999.0 99.0 99.00
2010 07 26 08 50 318  3.4  4.7  1.07  9.09  6.56 310 1013.0  13.4  14.4 999.0 99.0 99.00
2010 07 26 09 50 354  4.4  5.5  1.13  9.09  7.03 316 1012.8  13.4  14.4 999.0 99.0 99.00
2010 07 26 10 50 323  4.4  6.7  1.17  9.09  7.19 319 1012.9  13.5  14.4 999.0 99.0 99.00
2010 07 26 11 50 347  3.8  5.0  1.05  9.09  7.24 315 1012.7  13.3  14.4 999.0 99.0 99.00
2010 07 26 12 50 314  4.1  5.2  1.07 10.00  7.22 310 1013.1  13.3  14.4 999.0 99.0 99.00
2010 07 26 13 50 340  3.0  3.9  1.25  9.09  7.63 320 1013.5  13.2  14.3 999.0 99.0 99.00
2010 07 26 14 50 336  3.0  4.1  1.25  9.09  7.61 319 1013.7  13.3  14.2 999.0 99.0 99.00
2010 07 26 15 50 339  1.7  2.5  1.13 10.00  7.53 311 1014.1  13.3  14.1 999.0 99.0 99.00
2010 07 26 16 50 336  2.0  2.6  1.20  9.09  7.51 314 1014.2  13.4  14.1 999.0 99.0 99.00
2010 07 26 17 50 330  1.5  2.1  1.19 10.00  7.64 303 1014.6  13.6  14.0 999.0 99.0 99.00
2010 07 26 18 50 358  2.0  2.6  1.08  9.09  7.51 301 1014.5  13.9  14.1 999.0 99.0 99.00
2010 07 26 19 50 330  1.8  2.5  1.20 10.00  7.88 308 1014.3  14.0  14.4 999.0 99.0 99.00
2010 07 26 20 50 305  1.6  2.1  1.02 10.81  7.46 300 1014.0  14.4  14.6 999.0 99.0 99.00
2010 07 26 21 50 276  2.3  3.1  1.17 10.00  8.16 296 1013.7  14.5  14.9 999.0 99.0 99.00
2010 07 26 22 50 293  2.7  3.6  1.12  9.09  7.94 314 1013.3  14.5  14.9 999.0 99.0 99.00
2010 07 26 23 50 279  3.3  4.5  1.14 10.81  7.89 305 1012.7  14.6  14.9 999.0 99.0 99.00
2010 07 27 00 50 293  3.1  4.3  1.10 10.00  7.69 323 1012.5  14.6  14.9 999.0 99.0 99.00
2010 07 27 01 50 289  3.0  4.2  1.15  9.09  7.93 324 1012.6  14.6  14.8 999.0 99.0 99.00
2010 07 27 02 50 326  2.0  3.3  1.24 10.00  8.17 322 1012.6  14.5  14.8 999.0 99.0 99.00
2010 07 27 03 50 300  2.3  3.5  1.25 10.00  8.20 318 1012.7  14.4  14.6 999.0 99.0 99.00
2010 07 27 04 50 295  3.2  3.9  1.27 10.00  8.47 323 1013.1  14.3  14.5 999.0 99.0 99.00
2010 07 27 05 50 335  1.6  3.1  1.21  9.09  8.07 300 1013.1  14.3  14.4 999.0 99.0 99.00
2010 07 27 06 50 299  2.1  3.9  1.02 10.00  7.78 297 1013.0  14.2  14.3 999.0 99.0 99.00
2010 07 27 07 50 284  2.0  2.8  1.04  9.09  7.77 316 1013.0  14.0  13.9 999.0 99.0 99.00
2010 07 27 08 50 328  2.6  4.5  1.20 10.00  8.13 312 1013.1  13.8  13.9 999.0 99.0 99.00
2010 07 27 09 50 349  1.9  2.6  1.06  9.09  7.84 311 1012.9  13.8  14.0 999.0 99.0 99.00
2010 07 27 10 50 342  2.0  3.4  1.17  9.09  8.12 316 1013.0  13.7  14.0 999.0 99.0 99.00
2010 07 27 11 50  12  0.8  1.7  1.11  9.09  7.90 319 1013.1  13.6  13.9 999.0 99.0 99.00
2010 07 27 12 50 360  1.4  2.8  1.23  9.09  8.12 317 1013.3  13.5  13.9 999.0 99.0 99.00
2010 07 27 13 50 275  2.0  4.0  1.19  9.09  8.00 325 1013.9  13.5  13.8 999.0 99.0 99.00
2010 07 27 14 50  19  0.9  1.6  1.27  9.09  7.84 321 1014.5  13.5  13.9 999.0 99.0 99.00
2010 07 27 15 50   1  1.2  1.9  1.19  9.09  7.72 309 1014.7  13.6  14.0 999.0 99.0 99.00
2010 07 27 16 50 345  1.4  2.4  1.19  9.09  7.65 311 1014.8  13.6  14.1 999.0 99.0 99.00
2010 07 27 17 50 340  1.2  1.8  1.24  8.33  7.50 307 1015.0  13.8  14.3 999.0 99.0 99.00
2010 07 27 18 50 346  1.4  1.9  1.15  8.33  7.54 298 1015.3  13.9  14.1 999.0 99.0 99.00
2010 07 27 19 50 314  1.9  2.7  1.01  9.09  7.40 298 1015.4  14.1  14.5 999.0 99.0 99.00
2010 07 27 20 50 315  2.3  3.0  1.01 10.00  7.43 286 1015.5  14.2  15.0 999.0 99.0 99.00
2010 07 27 21 50 323  2.2  3.1  1.09  9.09  7.58 298 1015.2  14.4  15.0 999.0 99.0 99.00
2010 07 27 22 50 329  1.2  1.7  1.16  9.09  7.72 307 1014.9  14.7  15.3 999.0 99.0 99.00
2010 07 27 23 50 316  2.4  3.1  0.99  9.09  7.45 303 1014.5  15.0  16.1 999.0 99.0 99.00
2010 07 28 00 50 310  2.6  3.6  1.30  9.09  7.96 303 1014.3  15.2  16.0 999.0 99.0 99.00
2010 07 28 01 50 314  2.9  3.6  1.24  9.09  7.73 309 1014.2  15.3  15.4 999.0 99.0 99.00
2010 07 28 02 50 344  3.1  3.8  1.20  9.09  7.78 306 1014.2  14.9  15.1 999.0 99.0 99.00
2010 07 28 03 50 331  3.0  3.8  1.25  8.33  7.75 307 1014.5  14.8  14.7 999.0 99.0 99.00
2010 07 28 04 50 324  3.2  4.0  1.13  9.09  7.58 306 1014.8  14.8  14.6 999.0 99.0 99.00
2010 07 28 05 50 320  3.0  3.5  1.04  8.33  7.26 310 1015.0  14.9  14.3 999.0 99.0 99.00
2010 07 28 06 50 331  3.0  3.6  1.09  8.33  7.33 312 1015.2  14.7  14.4 999.0 99.0 99.00
2010 07 28 07 50   5  2.8  3.5  1.08  8.33  7.30 306 1015.2  14.3  14.6 999.0 99.0 99.00
2010 07 28 08 50   2  3.0  3.8  1.12 10.00  7.44 317 1015.3  14.1  14.2 999.0 99.0 99.00
2010 07 28 09 50   2  3.0  3.6  1.12 10.00  7.52 302 1015.2  14.1  13.9 999.0 99.0 99.00
2010 07 28 10 50   2  2.8  3.3  1.05  8.33  7.37 307 1015.3  14.0  13.9 999.0 99.0 99.00
2010 07 28 11 50  17  2.6  3.4  1.17  9.09  7.58 302 1015.1  13.9  14.0 999.0 99.0 99.00
2010 07 28 12 50  58  1.2  1.5  1.14  9.09  7.59 309 1015.6  13.4  13.9 999.0 99.0 99.00
2010 07 28 13 50  69  0.4  0.9  1.13  9.09  7.40 314 1016.2  13.4  13.9 999.0 99.0 99.00
2010 07 28 14 50  63  1.3  1.6  1.12  9.09  7.43 305 1016.7  13.5  14.0 999.0 99.0 99.00
2010 07 28 15 50  72  1.0  1.5  1.10  8.33  7.18 296 1017.1  13.5  14.0 999.0 99.0 99.00
2010 07 28 16 50  40  0.6  1.2  1.02 10.00  7.23 285 1017.3  13.7  14.1 999.0 99.0 99.00
2010 07 28 17 50 329  0.6  1.0  1.16  8.33  7.53 302 1017.5  14.0  14.4 999.0 99.0 99.00
2010 07 28 18 50 316  0.4  0.9  1.11  8.33  7.54 310 1017.9  14.4  14.7 999.0 99.0 99.00
2010 07 28 19 50 271  3.9  4.7  1.08  7.69  7.13 314 1017.7  14.4  15.1 999.0 99.0 99.00
2010 07 28 20 50 284  4.4  5.1  0.98  9.09  7.36 295 1017.8  14.3  14.5 999.0 99.0 99.00
2010 07 28 21 50 292  4.4  5.5  0.94  8.33  7.12 292 1017.7  14.5  14.6 999.0 99.0 99.00
2010 07 28 22 50 299  4.6  5.3  1.00  9.09  7.09 276 1017.4  14.7  14.7 999.0 99.0 99.00
2010 07 28 23 50 291  4.1  4.8  1.09  8.33  6.98 309 1017.1  14.8  14.7 999.0 99.0 99.00
2010 07 29 00 50 303  4.0  5.2  1.03  8.33  6.33 310 1016.8  14.9  14.4 999.0 99.0 99.00
2010 07 29 01 50 308  3.7  4.5  1.02  9.09  6.43 272 1016.6  14.9  14.2 999.0 99.0 99.00
2010 07 29 02 50 316  3.7  4.4  1.04  7.69  6.19 308 1016.5  14.5  14.0 999.0 99.0 99.00
2010 07 29 03 50 311  3.9  4.5  1.07  9.09  6.17 307 1016.5  14.3  14.2 999.0 99.0 99.00
2010 07 29 04 50 325  3.9  4.9  1.13  9.09  6.34 307 1017.0  14.5  14.5 999.0 99.0 99.00
2010 07 29 05 50 331  4.4  5.2  1.08  9.09  5.99 283 1016.9  14.5  14.4 999.0 99.0 99.00
2010 07 29 06 50 333  4.6  5.4  1.10  8.33  6.11 319 1017.0  14.4  14.3 999.0 99.0 99.00
2010 07 29 07 50 336  5.5  6.6  1.01  8.33  5.80 310 1016.9  14.3  14.1 999.0 99.0 99.00
2010 07 29 08 50 337  5.3  6.4  1.03  9.09  5.76 302 1016.6  14.2  13.9 999.0 99.0 99.00
2010 07 29 09 50 335  5.1  6.0  1.07  9.09  5.90 288 1016.5  14.1  13.8 999.0 99.0 99.00
2010 07 29 10 50 338  5.0  6.2  1.09  9.09  6.03 310 1016.3  14.0  13.8 999.0 99.0 99.00
2010 07 29 11 50 331  4.7  6.4  1.20  9.09  6.44 287 1016.4  14.0  13.8 999.0 99.0 99.00
2010 07 29 12 50 318  4.2  5.3  1.03  9.09  5.98 293 1016.9  13.9  13.8 999.0 99.0 99.00
2010 07 29 13 50 344  4.2  5.0  1.04  9.09  5.91 294 1017.2  13.6  13.8 999.0 99.0 99.00
2010 07 29 14 50 350  4.0  4.8  1.02 10.00  6.07 274 1017.5  13.6  13.8 999.0 99.0 99.00
2010 07 29 15 50 355  3.9  4.7  1.09 14.81  6.05 203 1017.7  13.6  13.7 999.0 99.0 99.00
2010 07 29 16 50  20  3.0  4.6  0.99 14.81  5.89 242 1017.7  13.6  13.7 999.0 99.0 99.00
2010 07 29 17 50  28  0.8  1.4  1.05  9.09  6.22 304 1018.0  13.4  13.7 999.0 99.0 99.00
2010 07 29 18 50 309  3.7  4.4  1.08  9.09  6.33 299 1018.0  14.0  13.8 999.0 99.0 99.00
2010 07 29 19 50 304  3.7  4.5  1.02 10.00  6.27 267 1018.1  14.2  13.9 999.0 99.0 99.00
2010 07 29 20 50 309  4.4  5.8  1.01  9.09  5.88 307 1017.8  14.3  14.0 999.0 99.0 99.00
2010 07 29 21 50 308  4.9  5.9  0.97 10.00  5.94 309 1017.2  14.4  14.2 999.0 99.0 99.00
2010 07 29 22 50 300  4.7  5.7  1.01 14.81  5.82 181 1016.8  14.4  14.1 999.0 99.0 99.00
2010 07 29 23 50 303  5.6  6.9  0.99 14.81  5.56 223 1016.5  14.4  14.1 999.0 99.0 99.00
2010 07 30 00 50 311  6.0  6.9  0.97 14.81  5.00 194 1016.1  14.3  14.1 999.0 99.0 99.00
2010 07 30 01 50 313  6.0  7.7  1.07  9.09  5.21 297 1015.7  14.1  14.0 999.0 99.0 99.00
2010 07 30 02 50 327  6.5  7.9  1.09 14.81  5.25 269 1015.6  13.9  13.6 999.0 99.0 99.00
2010 07 30 03 50 317  5.6  6.9  1.22  9.09  5.22 326 1015.9  13.8  13.6 999.0 99.0 99.00
2010 07 30 04 50 325  4.7  5.7  1.15  9.09  5.17 316 1016.3  13.7  13.7 999.0 99.0 99.00
2010 07 30 05 50 330  6.2  7.4  1.14  8.33  5.22 312 1016.1  13.8  13.5 999.0 99.0 99.00
2010 07 30 06 50 337  5.6  6.7  1.32  9.09  5.42 315 1015.8  13.7  13.4 999.0 99.0 99.00
2010 07 30 07 50 339  5.5  6.5  1.26  9.09  5.51 295 1015.5  13.7  13.4 999.0 99.0 99.00
2010 07 30 08 50 319  6.2  7.3  1.21 16.00  5.56 199 1015.0  13.6  13.6 999.0 99.0 99.00
2010 07 30 09 50 320  6.3  8.2  1.17 13.79  5.29 232 1014.8  13.4  13.5 999.0 99.0 99.00
2010 07 30 10 50 333  6.7  7.7  1.20 10.00  5.29 295 1014.8  13.1  13.5 999.0 99.0 99.00
2010 07 30 11 50 328  6.1  7.2  1.23  9.09  5.29 314 1014.8  13.2  13.5 999.0 99.0 99.00
2010 07 30 12 50 331  4.8  5.9  1.16  9.09  5.13 300 1015.3  13.1  13.4 999.0 99.0 99.00
2010 07 30 13 50 331  3.8  5.3  1.18 13.79  5.37 199 1015.8  13.1  13.5 999.0 99.0 99.00
2010 07 30 14 50 342  4.0  5.1  1.14 13.79  5.40 207 1016.0  13.1  13.4 999.0 99.0 99.00
2010 07 30 15 50 340  3.7  5.0  1.19 13.79  5.72 202 1016.2  13.1  13.3 999.0 99.0 99.00
2010 07 30 16 50  12  2.8  3.8  1.30  5.88  5.79 303 1016.2  13.2  13.3 999.0 99.0 99.00
2010 07 30 17 50 360  2.7  3.3  1.42  5.88  5.69 302 1016.3  13.1  13.3 999.0 99.0 99.00
2010 07 30 19 50 328  3.7  4.3  1.56  6.67  6.10 296 1016.0  13.4  13.4 999.0 99.0 99.00
2010 07 30 20 50 320  4.4  5.4  1.55  7.14  6.10 303 1015.6  13.7  13.6 999.0 99.0 99.00
2010 07 30 21 50 313  4.8  5.6  1.41  6.67  5.84 302 1015.4  13.9  14.0 999.0 99.0 99.00
2010 07 30 22 50 312  5.1  6.0  1.42  7.14  6.00 304 1015.0  13.9  14.1 999.0 99.0 99.00
2010 07 30 23 50 314  5.2  6.5  1.41  7.14  5.81 305 1014.6  13.8  14.0 999.0 99.0 99.00
2010 07 31 00 50 320  5.9  7.6  1.40  7.14  5.56 311 1014.1  13.8  13.9 999.0 99.0 99.00
2010 07 31 01 50 314  5.2  6.5  1.41  7.69  5.65 314 1013.9  13.7  13.8 999.0 99.0 99.00
2010 07 31 02 50 313  4.8  6.0  1.40  7.14  5.51 311 1014.0  13.6  13.4 999.0 99.0 99.00
2010 07 31 03 50 323  4.0  5.6  1.67  8.33  5.79 312 1014.4  13.4  13.0 999.0 99.0 99.00
2010 07 31 04 50 335  4.2  5.1  1.64  7.69  6.00 321 1014.7  13.3  13.0 999.0 99.0 99.00
2010 07 31 05 50 325  4.5  5.6  1.62  8.33  6.06 326 1014.6  13.5  13.2 999.0 99.0 99.00
2010 07 31 06 50 316  5.3  6.2  1.68  9.09  6.07 329 1014.7  13.3  13.3 999.0 99.0 99.00
2010 07 31 07 50 319  5.4  6.5  1.83  7.69  6.13 323 1014.6  13.1  13.5 999.0 99.0 99.00
2010 07 31 08 50 320  5.2  6.2  1.98  9.09  6.35 318 1014.4  12.9  13.6 999.0 99.0 99.00
2010 07 31 09 50 336  3.9  5.3  1.93  7.14  6.44 326 1014.3  13.0  13.5 999.0 99.0 99.00
2010 07 31 10 50 330  3.9  5.8  1.80  8.33  6.35 320 1014.3  12.7  13.4 999.0 99.0 99.00
2010 07 31 11 50 314  4.8  5.8  1.76  7.14  6.42 304 1014.4  12.6  13.3 999.0 99.0 99.00
2010 07 31 12 50 345  2.7  3.5  1.86  8.33  6.58 311 1014.8  12.6  13.1 999.0 99.0 99.00
2010 07 31 13 50 328  3.5  4.6  1.85  8.33  6.58 314 1014.9  12.5  13.1 999.0 99.0 99.00
2010 07 31 14 50 353  3.1  3.9  1.77  8.33  6.64 309 1015.3  12.5  13.1 999.0 99.0 99.00
2010 07 31 15 50 326  3.0  3.8  1.61  8.33  6.58 307 1015.7  12.5  13.1 999.0 99.0 99.00
2010 07 31 16 50 307  1.6  2.2  1.64  7.69  6.67 317 1016.0  12.8  13.1 999.0 99.0 99.00
2010 07 31 17 50 303  1.1  1.8  1.69  8.33  6.55 325 1016.0  12.9  13.2 999.0 99.0 99.00
2010 07 31 18 50 243  2.4  3.0  1.68  8.33  6.28 322 1016.0  13.1  13.4 999.0 99.0 99.00
2010 07 31 19 50 271  3.6  4.5  1.72  7.69  6.34 324 1015.5  13.4  13.5 999.0 99.0 99.00
2010 07 31 20 50 306  4.6  5.7  1.95  8.33  7.11 311 1015.0  13.5  13.5 999.0 99.0 99.00
2010 07 31 21 50 323  3.9  5.0  1.80  8.33  6.67 311 1014.9  13.6  13.6 999.0 99.0 99.00
2010 07 31 22 50 321  4.5  5.5  1.71  8.33  6.62 307 1014.4  13.7  13.8 999.0 99.0 99.00
2010 07 31 23 50 321  4.6  5.5  1.76  8.33  7.04 315 1014.1  13.6  13.9 999.0 99.0 99.00
2010 08 01 00 50 322  5.3  6.6  1.92  9.09  7.31 314 1013.7  13.6  13.9 999.0 99.0 99.00
