#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 04 22 09 50 355  6.8  8.5  4.85 12.12  9.08 302 1008.4  11.0  12.0 999.0 99.0 99.00
2010 04 22 10 50 351  4.4  5.9  4.90 11.43  9.55 296 1008.0  10.9  12.0 999.0 99.0 99.00
2010 04 22 11 50   3  3.9  5.2  4.19 12.12  8.66 298 1008.3  11.0  12.1 999.0 99.0 99.00
2010 04 22 12 50 325  6.8 10.6  4.54 12.12  8.92 306 1008.1  11.2  12.1 999.0 99.0 99.00
2010 04 22 13 50 357  5.0  7.1  4.18 11.43  8.47 310 1008.5  11.5  12.0 999.0 99.0 99.00
2010 04 22 14 50 332  4.8  6.7  4.83 12.12  9.41 306 1008.5  11.3  12.0 999.0 99.0 99.00
2010 04 22 15 50 320  7.8  9.6  4.42 11.43  8.99 297 1008.7  11.8  11.9 999.0 99.0 99.00
2010 04 22 16 50 315  8.1  9.9  4.23 12.90  8.93 310 1008.5  11.9  11.9 999.0 99.0 99.00
2010 04 22 17 50 313  7.4  9.2  3.83 12.90  8.40 307 1008.8  11.9  11.8 999.0 99.0 99.00
2010 04 22 18 50 327  6.6  8.2  3.84 10.81  8.50 308 1009.1  11.9  11.8 999.0 99.0 99.00
2010 04 22 19 50 340  4.3  6.0  3.90 11.43  8.49 307 1008.6  11.9  11.7 999.0 99.0 99.00
2010 04 22 20 50 347  2.5  3.9  3.86 13.79  8.88 309 1008.9  11.7  11.7 999.0 99.0 99.00
2010 04 22 21 50 343  4.0  5.6  3.73 12.90  8.69 312 1009.2  11.9  11.7 999.0 99.0 99.00
2010 04 22 22 50 307  5.4  6.7  4.27 12.90  9.39 311 1009.0  12.2  11.9 999.0 99.0 99.00
2010 04 22 23 50 319  4.7  6.4  3.51 12.90  9.00 326 1009.2  12.3  12.0 999.0 99.0 99.00
2010 04 23 00 50 313  4.8  6.4  3.93 12.90  9.39 327 1009.9  12.3  12.0 999.0 99.0 99.00
2010 04 23 01 50 328  5.0  7.0  4.45 13.79  9.81 327 1010.7  12.1  11.9 999.0 99.0 99.00
2010 04 23 02 50 334  3.9  5.4  4.46 12.90 10.01 327 1010.9  11.9  11.8 999.0 99.0 99.00
2010 04 23 03 50 330  4.6  6.1  4.20 13.79  9.92 314 1011.2  11.9  11.7 999.0 99.0 99.00
2010 04 23 04 50 334  5.7  7.2  4.39 12.90  9.88 331 1012.0  11.9  11.8 999.0 99.0 99.00
2010 04 23 05 50 342  6.3  7.9  3.97 12.90  9.61 322 1012.6  11.9  11.8 999.0 99.0 99.00
2010 04 23 06 50 330  4.8  6.4  3.63 12.90  9.15 326 1012.7  11.9  11.8 999.0 99.0 99.00
2010 04 23 07 50 332  4.1  5.4  3.39 12.90  8.78 323 1013.2  12.0  11.8 999.0 99.0 99.00
2010 04 23 08 50 324  5.2  6.9  3.54 12.90  9.01 321 1013.4  12.1  11.8 999.0 99.0 99.00
2010 04 23 09 50 329  5.7  7.0  3.67 12.12  9.19 322 1013.2  12.0  11.8 999.0 99.0 99.00
2010 04 23 10 50 334  6.9  8.3  3.49 12.90  8.73 319 1013.3  12.0  11.8 999.0 99.0 99.00
2010 04 23 11 50 324  5.6  7.0  3.30 12.90  8.85 307 1013.7  11.9  11.8 999.0 99.0 99.00
2010 04 23 12 50 330  5.1  6.6  2.97 12.90  8.28 311 1014.2  11.8  11.8 999.0 99.0 99.00
2010 04 23 13 50 327  4.4  5.6  3.11 12.12  8.68 314 1014.8  11.8  11.8 999.0 99.0 99.00
2010 04 23 14 50 335  4.3  5.4  2.95 12.12  8.44 313 1015.6  11.9  11.9 999.0 99.0 99.00
2010 04 23 15 50 326  4.1  5.7  2.82 12.90  8.54 310 1016.0  11.9  11.9 999.0 99.0 99.00
2010 04 23 16 50 336  3.1  3.9  2.91 12.12  8.70 306 1016.6  11.9  12.1 999.0 99.0 99.00
2010 04 23 17 50 313  2.8  4.3  2.86 12.12  8.86 305 1017.0  12.1  12.3 999.0 99.0 99.00
2010 04 23 18 50 298  4.5  6.2  2.85 12.12  9.02 307 1017.2  12.1  12.5 999.0 99.0 99.00
2010 04 23 19 50 295  6.3  7.5  2.46 11.43  8.32 306 1017.3  12.3  12.5 999.0 99.0 99.00
2010 04 23 20 50 305  6.1  7.6  2.62 11.43  8.12 314 1017.3  12.5  12.5 999.0 99.0 99.00
2010 04 23 21 50 313  6.0  7.5  2.99 11.43  9.09 319 1017.1  12.7  12.4 999.0 99.0 99.00
2010 04 23 22 50 315  6.5  8.1  2.43 10.81  8.21 319 1016.8  12.7  12.7 999.0 99.0 99.00
2010 04 23 23 50 313  7.1  8.5  2.60 11.43  8.29 315 1016.8  12.7  12.6 999.0 99.0 99.00
2010 04 24 00 50 316  6.7  8.2  3.09 11.43  8.84 327 1017.0  12.7  12.5 999.0 99.0 99.00
2010 04 24 01 50 311  7.3  9.2  2.46 11.43  7.81 322 1017.1  12.3  12.4 999.0 99.0 99.00
2010 04 24 02 50 314  7.3  8.6  2.73 17.39  8.32 306 1017.4  12.0  12.3 999.0 99.0 99.00
2010 04 24 03 50 310  7.0  8.6  2.93 17.39  8.74 303 1018.0  11.9  12.2 999.0 99.0 99.00
2010 04 24 04 50 331  5.8  7.4  2.58 17.39  8.17 287 1019.0  12.0  12.4 999.0 99.0 99.00
2010 04 24 05 50 331  5.7  7.1  2.34 10.00  7.62 312 1019.4  12.2  12.5 999.0 99.0 99.00
2010 04 24 06 50 327  7.2  8.4  2.46 10.81  7.65 311 1019.5  11.9  12.4 999.0 99.0 99.00
2010 04 24 07 50 331  6.9  8.3  2.34 17.39  7.65 302 1019.5  11.7  12.4 999.0 99.0 99.00
2010 04 24 08 50 328  6.2  7.2  2.14 17.39  7.25 298 1019.2  11.4  12.3 999.0 99.0 99.00
2010 04 24 09 50 346  6.5  8.2  2.37 17.39  7.73 306 1018.8  11.4  12.4 999.0 99.0 99.00
2010 04 24 10 50 334  7.1  8.5  2.52 17.39  7.85 305 1018.9  11.3  12.4 999.0 99.0 99.00
2010 04 24 11 50 343  5.4  6.6  2.58 16.00  7.99 313 1019.0  11.6  12.2 999.0 99.0 99.00
2010 04 24 12 50 341  5.0  6.4  2.40 16.00  7.61 301 1019.0  11.5  12.2 999.0 99.0 99.00
2010 04 24 13 50 327  5.2  6.4  2.58 16.00  7.71 296 1019.6  11.5  12.2 999.0 99.0 99.00
2010 04 24 14 50 312  4.4  5.6  2.45 14.81  7.20 303 1020.4  11.4  12.3 999.0 99.0 99.00
2010 04 24 15 50 352  3.6  4.6  2.41 16.00  7.41 294 1021.1  11.2  12.3 999.0 99.0 99.00
2010 04 24 16 50  18  3.1  3.8  2.60 16.00  8.22 296 1021.4  11.2  12.3 999.0 99.0 99.00
2010 04 24 17 50  21  3.2  3.8  2.48 16.00  7.61 303 1021.8  11.2  12.4 999.0 99.0 99.00
2010 04 24 18 50  15  1.5  2.2  2.65 16.00  7.78 275 1021.8  11.4  12.5 999.0 99.0 99.00
2010 04 24 19 50 333  3.9  5.3  2.45 14.81  7.68 288 1021.4  11.3  12.6 999.0 99.0 99.00
2010 04 24 20 50 309  5.5  6.8  2.55 14.81  7.88 304 1021.1  12.0  12.6 999.0 99.0 99.00
2010 04 24 21 50 312  6.9  8.2  2.64 14.81  7.80 298 1020.4  12.3  12.6 999.0 99.0 99.00
2010 04 24 22 50 317  8.5 10.0  2.95 14.81  7.93 304 1019.5  12.4  12.4 999.0 99.0 99.00
2010 04 24 23 50 320  9.4 11.8  2.98  9.09  7.24 307 1018.7  12.6  12.3 999.0 99.0 99.00
2010 04 25 00 50 321  7.9 10.2  2.82 14.81  7.26 289 1018.8  12.8  12.1 999.0 99.0 99.00
2010 04 25 01 50 319  9.3 11.1  2.82 14.81  7.01 298 1018.1  12.7  12.0 999.0 99.0 99.00
2010 04 25 02 50 329  9.6 11.4  2.86 14.81  6.72 304 1018.1  12.6  12.0 999.0 99.0 99.00
2010 04 25 03 50 327  8.4 10.3  3.08 14.81  6.99 310 1018.7  12.6  11.9 999.0 99.0 99.00
2010 04 25 04 50 325  8.2  9.7  3.04 14.81  7.02 298 1018.9  12.5  11.9 999.0 99.0 99.00
2010 04 25 05 50 331  8.7 11.2  3.15 14.81  7.40 305 1018.8  12.4  11.8 999.0 99.0 99.00
2010 04 25 06 50 334  7.2  8.7  3.14 14.81  7.33 311 1018.6  12.3  11.8 999.0 99.0 99.00
2010 04 25 07 50 340  6.7  7.9  2.74 14.81  7.10 305 1018.5  12.3  11.8 999.0 99.0 99.00
2010 04 25 08 50 342  7.6  9.2  2.71 14.81  6.94 291 1018.1  12.3  11.8 999.0 99.0 99.00
2010 04 25 09 50 340  7.6  9.1  2.82 14.81  7.21 290 1017.6  12.3  11.8 999.0 99.0 99.00
2010 04 25 10 50 340  8.1 10.2  2.59 13.79  7.19 298 1017.1  12.3  11.7 999.0 99.0 99.00
2010 04 25 11 50 336  6.9  8.3  2.49 14.81  7.19 286 1017.2  12.3  11.7 999.0 99.0 99.00
2010 04 25 12 50 332  6.3  7.4  2.72 13.79  7.51 298 1017.2  12.3  11.7 999.0 99.0 99.00
2010 04 25 13 50 335  6.5  7.5  2.55 14.81  7.70 293 1017.5  12.6  11.6 999.0 99.0 99.00
2010 04 25 14 50 346  5.3  6.1  2.65 14.81  7.82 301 1017.9  12.9  11.6 999.0 99.0 99.00
2010 04 25 15 50 335  5.1  6.0  2.69 14.81  8.42 303 1018.2  12.9  11.6 999.0 99.0 99.00
2010 04 25 16 50 327  5.0  6.2  3.07 14.81  8.89 318 1018.3  13.0  11.6 999.0 99.0 99.00
2010 04 25 17 50 319  6.6  7.7  3.49 14.81  9.24 310 1018.0  13.0  11.7 999.0 99.0 99.00
2010 04 25 18 50 309  7.2  8.5  3.62 14.81  9.81 315 1018.0  12.9  11.8 999.0 99.0 99.00
2010 04 25 19 50 307  7.7  9.5  2.93 13.79  8.22 309 1017.5  13.0  11.8 999.0 99.0 99.00
2010 04 25 20 50 304  8.9 10.6  3.03 14.81  8.31 316 1016.9  13.1  12.0 999.0 99.0 99.00
2010 04 25 21 50 311  8.3 10.2  2.89 13.79  7.73 322 1016.8  13.2  12.3 999.0 99.0 99.00
2010 04 25 22 50 318  8.4 10.4  2.95 13.79  7.97 310 1015.9  13.1  12.3 999.0 99.0 99.00
2010 04 25 23 50 319  9.4 11.1  2.81 13.79  7.71 309 1015.1  13.2  11.9 999.0 99.0 99.00
2010 04 26 00 50 321 10.1 12.1  2.78 12.12  7.16 308 1014.4  13.2  11.7 999.0 99.0 99.00
2010 04 26 01 50 323  9.6 11.6  2.95 13.79  7.32 318 1014.0  13.1  12.0 999.0 99.0 99.00
2010 04 26 02 50 327  9.1 11.0  2.59 13.79  7.04 323 1013.9  13.0  12.0 999.0 99.0 99.00
2010 04 26 03 50 352  7.0  9.0  3.07 13.79  7.69 304 1014.8  12.8  11.8 999.0 99.0 99.00
2010 04 26 04 50 330  7.0  8.3  2.59 12.90  7.48 299 1014.8  12.7  11.7 999.0 99.0 99.00
2010 04 26 05 50 332  5.2  6.7  2.89 12.90  8.51 307 1015.1  12.7  11.9 999.0 99.0 99.00
2010 04 26 06 50 323  4.6  5.7  2.72 12.90  8.69 314 1015.2  12.7  11.9 999.0 99.0 99.00
2010 04 26 07 50 323  5.7  6.7  2.31 12.90  8.14 316 1015.2  12.7  12.0 999.0 99.0 99.00
2010 04 26 08 50 330  4.9  6.1  2.33 11.43  8.32 306 1015.0  12.7  11.9 999.0 99.0 99.00
2010 04 26 09 50 359  3.6  4.5  2.55 12.90  8.55 309 1014.9  12.5  11.8 999.0 99.0 99.00
2010 04 26 10 50   4  2.7  3.4  2.49 12.90  8.52 306 1014.4  12.2  11.7 999.0 99.0 99.00
2010 04 26 11 50  26  1.6  2.4  2.29 11.43  7.76 303 1014.1  12.0  11.6 999.0 99.0 99.00
2010 04 26 12 50 349  4.5  5.3  2.59 12.90  8.49 308 1013.8  12.1  11.5 999.0 99.0 99.00
2010 04 26 13 50 341  4.8  6.1  2.48 12.12  8.05 296 1014.0  12.4  11.5 999.0 99.0 99.00
2010 04 26 14 50 330  5.9  7.0  2.24 12.12  7.67 310 1014.1  12.5  11.5 999.0 99.0 99.00
2010 04 26 15 50 326  5.8  7.3  2.28 12.12  7.18 299 1014.0  12.7  11.5 999.0 99.0 99.00
2010 04 26 16 50 342  2.9  4.0  2.43 12.90  7.48 297 1014.2  12.8  11.7 999.0 99.0 99.00
2010 04 26 17 50 325  1.8  3.3  2.20 12.12  7.04 293 1014.6  13.1  12.0 999.0 99.0 99.00
2010 04 26 18 50 306  0.5  2.1  2.19 12.12  6.89 295 1014.7  13.3  12.4 999.0 99.0 99.00
2010 04 26 19 50 256  2.7  3.7  2.04 12.12  6.67 307 1014.5  13.5  12.8 999.0 99.0 99.00
2010 04 26 20 50 291  1.9  2.4  1.96 11.43  7.00 297 1014.3  13.2  13.0 999.0 99.0 99.00
2010 04 26 21 50 319  4.1  5.8  1.87 12.12  6.49 296 1014.1  13.4  12.6 999.0 99.0 99.00
2010 04 26 22 50 323  2.8  3.9  1.92 11.43  6.42 304 1013.5  13.4  12.3 999.0 99.0 99.00
2010 04 26 23 50 325  3.4  4.5  1.95 11.43  6.48 295 1013.2  13.7  12.5 999.0 99.0 99.00
2010 04 27 00 50 324  4.6  5.6  1.94 12.12  6.10 300 1012.8  13.8  12.2 999.0 99.0 99.00
2010 04 27 01 50 322  7.0  8.5  1.97 11.43  6.02 316 1013.1  13.4  12.3 999.0 99.0 99.00
2010 04 27 02 50 326  7.1  9.1  1.95 11.43  5.61 323 1013.3  13.0  12.0 999.0 99.0 99.00
2010 04 27 03 50 333  5.8  6.7  1.81 10.81  5.83 327 1013.9  12.8  11.9 999.0 99.0 99.00
2010 04 27 04 50 329  5.0  6.2  1.73 11.43  5.63 317 1014.7  12.7  11.7 999.0 99.0 99.00
2010 04 27 05 50 333  4.4  5.3  1.76 11.43  5.80 315 1014.9  12.4  11.7 999.0 99.0 99.00
2010 04 27 06 50 333  5.3  6.7  1.73 10.81  5.82 299 1015.0  12.3  11.6 999.0 99.0 99.00
2010 04 27 07 50 343  5.1  6.8  1.66 11.43  6.04 298 1014.8  12.2  11.4 999.0 99.0 99.00
2010 04 27 08 50 354  4.2  5.4  1.65 10.00  6.12 305 1014.3  12.0  11.3 999.0 99.0 99.00
2010 04 27 09 50 344  5.0  6.3  1.47 10.00  5.88 306 1013.9  12.1  11.2 999.0 99.0 99.00
2010 04 27 10 50   7  3.3  4.1  1.43 11.43  6.02 285 1013.3  11.9  11.3 999.0 99.0 99.00
2010 04 27 11 50 345  3.7  5.6  1.22  5.56  5.83 305 1013.7  12.1  11.3 999.0 99.0 99.00
2010 04 27 12 50 334  4.1  5.1  1.25  7.69  6.08 277 1014.2  12.4  11.3 999.0 99.0 99.00
2010 04 27 13 50  56  1.9  2.4  1.45 16.00  6.80 233 1014.3  11.5  11.3 999.0 99.0 99.00
2010 04 27 14 50  88  2.5  3.0  1.25 14.81  6.41 225 1014.7  11.3  11.3 999.0 99.0 99.00
2010 04 27 15 50 135  2.6  3.3  1.21 14.81  6.37 263 1015.3  11.3  11.4 999.0 99.0 99.00
2010 04 27 16 50 158  1.9  2.4  1.34 10.81  7.25 300 1016.1  11.6  11.4 999.0 99.0 99.00
2010 04 27 17 50 146  2.5  3.1  1.37 14.81  7.02 219 1016.4  11.9  12.2 999.0 99.0 99.00
2010 04 27 18 50 144  3.0  3.7  1.35 14.81  7.35 262 1016.7  12.1  12.4 999.0 99.0 99.00
2010 04 27 19 50 146  3.7  4.8  1.28 14.81  7.48 247 1015.8  12.5  12.4 999.0 99.0 99.00
2010 04 27 20 50 156  3.6  4.6  1.55 12.12  9.03 302 1015.8  12.7  12.5 999.0 99.0 99.00
2010 04 27 21 50 165  4.0  4.6  1.36 12.12  8.35 311 1016.0  12.6  12.6 999.0 99.0 99.00
2010 04 27 22 50 159  4.3  5.4  1.30 12.12  8.21 290 1015.6  12.6  12.8 999.0 99.0 99.00
2010 04 27 23 50 175  4.5  5.2  1.46 12.12  8.25 313 1014.9  13.0  12.8 999.0 99.0 99.00
2010 04 28 00 50 216  3.9  4.9  1.35 12.12  7.99 300 1014.6  13.4  13.2 999.0 99.0 99.00
2010 04 28 01 50 238  4.2  4.8  1.73 11.43  8.05 308 1014.4  13.6  13.1 999.0 99.0 99.00
2010 04 28 02 50 264  3.5  4.2  1.81 12.12  7.79 306 1014.5  13.7  12.9 999.0 99.0 99.00
2010 04 28 03 50 272  3.7  4.7  1.96 11.43  7.81 309 1015.2  13.8  13.4 999.0 99.0 99.00
2010 04 28 04 50 275  3.1  3.9  2.16 10.00  7.64 308 1015.7  13.8  13.4 999.0 99.0 99.00
2010 04 28 05 50 297  3.7  4.6  2.22 10.00  7.90 308 1015.9  13.8  13.4 999.0 99.0 99.00
2010 04 28 06 50 308  4.9  6.0  1.87 10.00  7.19 315 1016.1  13.6  13.3 999.0 99.0 99.00
2010 04 28 07 50 321  6.1  7.3  2.08  9.09  7.57 307 1016.1  13.4  13.1 999.0 99.0 99.00
2010 04 28 08 50 325  7.2  8.3  1.86 10.00  6.86 304 1016.4  13.1  13.0 999.0 99.0 99.00
2010 04 28 09 50 331  6.4  7.5  1.90 11.43  6.73 305 1016.1  12.8  12.8 999.0 99.0 99.00
2010 04 28 10 50 329  6.3  7.3  2.01 10.81  6.96 306 1016.1  12.7  12.8 999.0 99.0 99.00
2010 04 28 11 50 323  7.5  8.7  1.99 11.43  6.89 297 1016.3  12.7  13.0 999.0 99.0 99.00
2010 04 28 12 50 327  7.2  8.6  2.00 10.81  6.75 302 1016.2  12.6  13.0 999.0 99.0 99.00
2010 04 28 13 50 323  7.6  9.1  2.04 10.81  6.74 303 1016.5  12.6  12.9 999.0 99.0 99.00
2010 04 28 14 50 328  6.7  7.7  2.06 10.81  6.61 298 1017.1  12.7  12.8 999.0 99.0 99.00
2010 04 28 15 50 330  6.2  7.5  2.14 10.00  6.79 303 1017.5  12.7  12.7 999.0 99.0 99.00
2010 04 28 16 50 345  4.1  5.1  2.16 10.00  7.18 303 1017.7  12.4  12.7 999.0 99.0 99.00
2010 04 28 17 50 340  3.8  4.6  2.32 10.81  7.57 295 1017.8  12.3  12.8 999.0 99.0 99.00
2010 04 28 18 50 328  4.4  5.2  2.18 10.81  7.63 304 1017.6  12.6  12.8 999.0 99.0 99.00
2010 04 28 19 50 317  5.2  6.7  2.17 10.00  7.53 296 1017.6  12.8  12.9 999.0 99.0 99.00
2010 04 28 20 50 311  6.6  7.8  2.33 10.00  8.07 294 1017.0  13.0  12.9 999.0 99.0 99.00
2010 04 28 21 50 306  6.9  8.2  1.94 10.81  7.33 290 1016.8  13.0  13.0 999.0 99.0 99.00
2010 04 28 22 50 316  7.7  9.4  2.12 11.43  7.32 303 1016.2  13.1  13.3 999.0 99.0 99.00
2010 04 28 23 50 319  7.5  8.9  2.05 10.81  6.98 307 1015.9  13.0  13.2 999.0 99.0 99.00
2010 04 29 00 50 316  8.0  9.8  2.21  9.09  7.19 299 1015.6  13.1  13.1 999.0 99.0 99.00
2010 04 29 01 50 313  7.7  9.0  2.27 10.81  6.97 297 1015.3  12.9  13.1 999.0 99.0 99.00
2010 04 29 02 50 323  8.7 10.8  2.41 10.81  6.92 297 1015.6  11.8  13.1 999.0 99.0 99.00
2010 04 29 03 50 308  8.6 10.5  2.55 10.81  7.31 305 1015.9  12.2  12.9 999.0 99.0 99.00
2010 04 29 04 50 317  8.7 10.9  2.59 10.81  7.06 297 1016.4  12.4  12.5 999.0 99.0 99.00
2010 04 29 05 50 312  9.6 12.6  2.75 11.43  7.14 295 1016.9  11.3  12.5 999.0 99.0 99.00
2010 04 29 06 50 320  9.7 11.8  2.83 12.12  7.66 309 1016.7  11.9  12.4 999.0 99.0 99.00
2010 04 29 07 50 328 10.2 12.1  3.01 12.12  7.36 311 1017.0  11.9  12.2 999.0 99.0 99.00
2010 04 29 08 50 327 10.3 12.9  2.95 12.12  7.00 306 1017.2  11.8  12.1 999.0 99.0 99.00
2010 04 29 09 50 327 11.3 13.4  3.21 12.90  6.96 302 1016.9  11.7  12.1 999.0 99.0 99.00
2010 04 29 10 50 331 12.0 14.5  3.05 12.12  6.66 309 1017.0  11.4  12.0 999.0 99.0 99.00
2010 04 29 11 50 336 11.1 13.5  3.08 12.90  6.55 301 1017.5  11.4  11.9 999.0 99.0 99.00
2010 04 29 12 50 341 10.4 13.1  3.05 10.81  6.63 301 1017.5  11.3  11.9 999.0 99.0 99.00
2010 04 29 13 50   5  7.1  8.4  3.14 12.12  7.05 300 1018.1  10.7  11.8 999.0 99.0 99.00
2010 04 29 14 50   1  7.0  8.5  2.85 12.90  7.11 301 1019.1  11.0  11.9 999.0 99.0 99.00
2010 04 29 15 50 343  7.5  9.1  2.78 12.90  7.35 307 1019.5  11.0  12.0 999.0 99.0 99.00
2010 04 29 16 50 347  7.3  9.2  3.18 12.90  7.62 294 1019.6  11.0  12.0 999.0 99.0 99.00
2010 04 29 17 50 340  7.9  9.8  3.08 12.90  7.59 313 1019.7  11.1  12.0 999.0 99.0 99.00
2010 04 29 18 50 327 11.3 13.6  3.53 12.90  7.78 311 1019.5  11.6  12.1 999.0 99.0 99.00
2010 04 29 19 50 321 11.5 14.0  3.41 12.12  7.25 300 1019.2  11.7  12.0 999.0 99.0 99.00
2010 04 29 20 50 319 12.5 15.1  3.86 12.90  7.56 299 1018.4  11.7  12.0 999.0 99.0 99.00
2010 04 29 21 50 319 13.0 16.1  3.67 12.90  7.01 302 1018.2  11.8  12.0 999.0 99.0 99.00
2010 04 29 22 50 315 13.5 16.6  3.93 12.12  7.08 292 1017.8  11.9  12.0 999.0 99.0 99.00
2010 04 29 23 50 314 14.2 17.4  4.30 12.12  7.11 296 1017.0  12.1  12.0 999.0 99.0 99.00
2010 04 30 00 50 313 15.1 18.0  4.17 12.12  7.07 302 1016.5  12.1  12.0 999.0 99.0 99.00
2010 04 30 01 50 315 15.3 18.8  4.23 10.00  6.85 293 1016.3  12.0  12.0 999.0 99.0 99.00
2010 04 30 02 50 317 15.6 18.9  4.58 12.12  7.02 310 1016.1  11.8  11.9 999.0 99.0 99.00
2010 04 30 03 50 318 16.2 19.6  4.53  8.33  7.18 300 1016.5  11.7  11.9 999.0 99.0 99.00
2010 04 30 04 50 325 15.4 18.6  4.83 10.00  7.31 304 1017.3  11.6  11.7 999.0 99.0 99.00
2010 04 30 05 50 328 13.3 17.4  4.22 10.00  7.09 300 1017.8  11.5  11.4 999.0 99.0 99.00
2010 04 30 06 50 330 13.9 16.7  4.60 12.90  7.40 319 1017.6  11.3  11.3 999.0 99.0 99.00
2010 04 30 07 50 328 12.5 15.2 99.00 99.00 99.00 999 1017.6  11.3  11.0 999.0 99.0 99.00
2010 04 30 08 50 332 12.2 14.6  4.10 10.00  7.41 297 1017.4  11.1  11.1 999.0 99.0 99.00
2010 04 30 09 50 335 10.7 12.8  4.04 12.12  7.40 315 1017.3  11.0  10.9 999.0 99.0 99.00
2010 04 30 10 50 342 10.3 12.9  3.65 10.81  7.24 296 1017.4  10.9  10.9 999.0 99.0 99.00
2010 04 30 11 50 338 11.0 13.4  3.55 12.90  7.38 304 1016.9  10.8  10.8 999.0 99.0 99.00
2010 04 30 12 50 338 10.4 12.6  3.55  9.09  7.25 302 1017.4  10.8  10.8 999.0 99.0 99.00
2010 04 30 13 50 340  9.1 11.4  3.62  9.09  7.30 296 1017.4  10.6  10.8 999.0 99.0 99.00
2010 04 30 14 50 341  8.1  9.8  3.37 12.90  7.19 311 1018.0  10.6  10.7 999.0 99.0 99.00
2010 04 30 15 50 351  5.9  7.1  3.56 10.81  7.66 297 1018.4  10.5  10.7 999.0 99.0 99.00
2010 04 30 16 50 360  4.2  5.4  3.34 10.00  7.83 299 1018.7  10.4  10.8 999.0 99.0 99.00
2010 04 30 17 50 340  3.5  4.8  3.32 10.81  7.91 294 1019.0  10.5  10.9 999.0 99.0 99.00
2010 04 30 18 50 330  6.0  7.6  3.05 11.43  7.60 295 1018.7  11.0  11.1 999.0 99.0 99.00
2010 04 30 19 50 326  5.9  7.6  3.20 11.43  7.99 307 1018.2  11.2  11.1 999.0 99.0 99.00
2010 04 30 20 50 321  7.4  9.3  3.40 11.43  7.81 304 1017.6  11.5  11.2 999.0 99.0 99.00
2010 04 30 21 50 311  9.2 11.1  3.35 10.81  7.74 299 1017.2  11.9  11.2 999.0 99.0 99.00
2010 04 30 22 50 316 10.1 11.9  3.22 11.43  7.28 303 1016.8  12.2  11.2 999.0 99.0 99.00
2010 04 30 23 50 313 10.5 12.2  3.03 12.12  7.24 303 1016.0  12.2  11.2 999.0 99.0 99.00
2010 05 01 00 50 318 10.7 12.9  3.07 10.81  6.79 302 1015.7  12.2  11.2 999.0 99.0 99.00
2010 05 01 01 50 319 10.1 12.1  3.07 12.12  7.08 307 1015.2  12.3  11.1 999.0 99.0 99.00
2010 05 01 02 50 322  9.6 11.9  3.28 11.43  6.92 300 1015.0  12.0  11.0 999.0 99.0 99.00
2010 05 01 03 50 325 11.8 14.6  3.43 10.00  6.87 310 1015.2  11.8  10.9 999.0 99.0 99.00
2010 05 01 04 50 325 11.6 14.1  3.63 10.00  6.95 309 1015.7  11.7  10.9 999.0 99.0 99.00
2010 05 01 05 50 333 10.8 13.1  3.40 11.43  6.94 304 1015.5  11.5  10.8 999.0 99.0 99.00
2010 05 01 06 50 332 10.2 12.4  3.36 11.43  7.03 310 1015.6  11.3  10.8 999.0 99.0 99.00
2010 05 01 07 50 330 10.9 13.3  3.34 10.81  6.85 305 1015.5  11.2  10.8 999.0 99.0 99.00
2010 05 01 08 50 336  9.8 11.9  3.50 10.81  7.11 309 1015.7  11.1  10.7 999.0 99.0 99.00
2010 05 01 09 50 335  8.8 10.5  3.40 10.00  7.26 306 1015.3  10.9  10.7 999.0 99.0 99.00
2010 05 01 10 50 335  8.6 10.6  3.14 10.81  7.05 303 1015.3  10.9  10.6 999.0 99.0 99.00
2010 05 01 11 50 339  8.0  9.9  3.18 10.00  7.16 297 1015.6  10.8  10.6 999.0 99.0 99.00
2010 05 01 12 50 336  8.4 10.0  2.83 10.81  6.87 303 1015.7  10.8  10.6 999.0 99.0 99.00
2010 05 01 13 50 332  8.5 10.7  3.24 10.81  7.52 297 1016.3  10.8  10.6 999.0 99.0 99.00
2010 05 01 14 50 330  7.5  9.0  2.97 11.43  7.26 304 1017.0  10.8  10.6 999.0 99.0 99.00
2010 05 01 15 50 325  6.3  7.8  3.07 11.43  7.66 306 1017.4  10.9  10.7 999.0 99.0 99.00
2010 05 01 16 50 323  6.6  8.3  2.88 10.81  7.14 305 1017.2  11.0  10.7 999.0 99.0 99.00
2010 05 01 17 50 315  6.2  7.4  2.99 11.43  7.54 295 1017.3  11.1  10.8 999.0 99.0 99.00
2010 05 01 18 50 309  6.4  8.0  2.58 11.43  7.17 306 1017.1  11.3  10.8 999.0 99.0 99.00
2010 05 01 19 50 301  6.7  8.2  2.48 10.81  6.92 298 1016.6  11.4  10.9 999.0 99.0 99.00
2010 05 01 20 50 307  6.6  8.2  2.73 10.81  7.04 298 1016.3  11.7  10.9 999.0 99.0 99.00
2010 05 01 21 50 309  9.4 11.4  2.64 10.81  6.71 291 1015.1  11.8  10.9 999.0 99.0 99.00
2010 05 01 22 50 315  9.8 12.2  2.79 10.81  6.72 299 1014.3  12.0  10.9 999.0 99.0 99.00
2010 05 01 23 50 321  9.4 11.2  2.83 10.81  6.47 293 1013.8  12.1  10.9 999.0 99.0 99.00
