#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 01 02 11 50  85  2.8  3.9  1.73 16.00 12.30 301 1018.7  12.2  14.5 999.0 99.0 99.00
2016 01 02 12 50  88  2.6  3.5  1.60 14.81 11.48 317 1018.3  12.1  14.5 999.0 99.0 99.00
2016 01 02 13 50 137  1.1  1.9  1.43 16.00 11.39 299 1018.2  12.2  14.5 999.0 99.0 99.00
2016 01 02 14 50 118  1.5  2.4  1.62 14.81 11.69 300 1018.3  12.2  14.4 999.0 99.0 99.00
2016 01 02 15 50  92  2.9  3.6  1.51 14.81 11.01 294 1018.6  12.0  14.4 999.0 99.0 99.00
2016 01 02 16 50 124  1.7  2.8  1.42 14.81 10.51 314 1018.7  12.3  14.5 999.0 99.0 99.00
2016 01 02 17 50 129  2.4  3.3  1.27 13.79  9.98 306 1018.9  12.6  14.5 999.0 99.0 99.00
2016 01 02 18 50 133  3.5  4.4  1.24 14.81 10.37 304 1018.7  13.2  14.5 999.0 99.0 99.00
2016 01 02 19 50 143  4.3  5.5  1.57 13.79 11.03 310 1017.7  13.2  14.6 999.0 99.0 99.00
2016 01 02 20 50 172  5.3  6.5  1.20 14.81  9.89 292 1016.9  13.7  14.6 999.0 99.0 99.00
2016 01 02 21 50 176  4.9  5.8  1.44 14.81 10.24 269 1016.2  13.6  14.6 999.0 99.0 99.00
2016 01 02 22 50 179  6.9  8.6  1.48 14.81  8.17 273 1016.0  13.6  14.5 999.0 99.0 99.00
2016 01 02 23 50 182  4.7  5.5  1.47 14.81  8.02 295 1015.9  13.3  14.3 999.0 99.0 99.00
2016 01 03 00 50 191  5.5  6.4  1.50 13.79  8.53 295 1015.9  13.2  14.2 999.0 99.0 99.00
2016 01 03 01 50 181  6.5  7.8  1.22 12.12  7.43 269 1015.9  13.2  14.2 999.0 99.0 99.00
2016 01 03 02 50 162  7.3  8.9  1.35 12.90  7.41 259 1015.7  13.3  14.2 999.0 99.0 99.00
2016 01 03 03 50 164  8.0  9.5  1.45 13.79  6.73 289 1015.9  13.4  14.2 999.0 99.0 99.00
2016 01 03 04 50 174  8.6 10.2  1.48 12.90  6.21 286 1016.6  13.4  14.2 999.0 99.0 99.00
2016 01 03 05 50 166  8.2  9.7  1.54 14.81  5.93 298 1016.6  13.5  14.2 999.0 99.0 99.00
2016 01 03 06 50 162  9.0 10.9  1.51 14.81  5.81 315 1016.1  13.6  14.2 999.0 99.0 99.00
2016 01 03 07 50 163  9.1 10.9  1.62 12.90  5.72 279 1016.1  13.7  14.2 999.0 99.0 99.00
2016 01 03 08 50 158  9.5 11.5  1.60 19.05  5.96 295 1015.2  13.8  14.2 999.0 99.0 99.00
2016 01 03 09 50 157  9.3 11.3  1.66 14.81  5.71 291 1015.1  13.7  14.2 999.0 99.0 99.00
2016 01 03 10 50 159  9.3 10.7  1.98 19.05  6.54 291 1014.8  13.7  14.2 999.0 99.0 99.00
2016 01 03 11 50 146  9.6 11.6  1.82 17.39  6.17 340 1013.9  13.7  14.2 999.0 99.0 99.00
2016 01 03 12 50 150 10.0 11.9  1.75 17.39  6.25 171 1013.1  13.6  14.2 999.0 99.0 99.00
2016 01 03 13 50 144  9.7 11.3  1.91 17.39  6.41 286 1012.8  13.4  14.2 999.0 99.0 99.00
2016 01 03 14 50 136  7.3  9.0  1.67 16.00  5.70 313 1013.1  13.3  14.4 999.0 99.0 99.00
2016 01 03 15 50 150  9.7 11.7  1.81 17.39  5.97 309 1013.0  13.5  14.4 999.0 99.0 99.00
2016 01 03 16 50 152 10.0 11.8  1.93 17.39  6.32 267 1013.6  13.8  14.4 999.0 99.0 99.00
2016 01 03 17 50 153 10.1 11.6  1.88 17.39  5.91 305 1013.4  13.9  14.4 999.0 99.0 99.00
2016 01 03 18 50 148  7.6  9.0  1.96 16.00  6.14 271 1012.9  14.2  14.2 999.0 99.0 99.00
2016 01 03 19 50 151 12.4 15.7  2.41 14.81  6.58 271 1011.4  14.0  14.2 999.0 99.0 99.00
2016 01 03 20 50 157 12.9 16.4  2.30 16.00  6.24 248 1010.1  14.1  14.2 999.0 99.0 99.00
2016 01 03 21 50 152 11.8 14.3  2.59 14.81  6.16 267 1009.4  14.1  14.2 999.0 99.0 99.00
2016 01 03 22 50 151 12.4 15.1  2.61 14.81  6.10 267 1008.9  14.2  14.2 999.0 99.0 99.00
2016 01 03 23 50 154 11.5 14.1  2.67 14.81  6.31 274 1008.6  14.2  14.2 999.0 99.0 99.00
2016 01 04 00 50 149 11.0 13.2  2.65 14.81  6.53 282 1008.6  14.2  14.2 999.0 99.0 99.00
2016 01 04 01 50 146 10.9 13.2  2.44 16.00  6.34 286 1008.6  14.4  14.2 999.0 99.0 99.00
2016 01 04 02 50 151  8.9 10.3  2.39 13.79  6.22 268 1008.5  14.6  14.2 999.0 99.0 99.00
2016 01 04 03 50 155 11.0 13.4  2.53 14.81  6.57 279 1008.6  14.6  14.2 999.0 99.0 99.00
2016 01 04 04 50 145  9.3 11.9  2.60 14.81  6.50 296 1009.0  14.1  14.2 999.0 99.0 99.00
2016 01 04 05 50 151  8.7 10.3  2.62 14.81  6.99 267 1008.8  14.4  14.2 999.0 99.0 99.00
2016 01 04 06 50 156  7.8  9.3  2.58 16.00  6.89 257 1008.9  14.2  14.2 999.0 99.0 99.00
2016 01 04 07 50 150  7.2  8.8  2.84 14.81  7.74 272 1008.6  14.3  14.2 999.0 99.0 99.00
2016 01 04 08 50 155  6.9  8.5  2.88 14.81  7.91 293 1008.2  14.4  14.2 999.0 99.0 99.00
2016 01 04 09 50 155  5.8  7.5  2.87 14.81  7.87 298 1008.1  14.4  14.2 999.0 99.0 99.00
2016 01 04 10 50 154  3.7  5.0  2.89 13.79  8.22 279 1008.3  14.0  14.2 999.0 99.0 99.00
2016 01 04 11 50 109  2.0  3.7  3.01 13.79  8.82 283 1008.0  13.7  14.2 999.0 99.0 99.00
2016 01 04 12 50  89  1.8  3.3  2.95 12.90  8.65 284 1008.0  13.6  14.2 999.0 99.0 99.00
2016 01 04 13 50  47  0.3  1.2  2.73 14.81  8.60 294 1008.3  13.5  14.2 999.0 99.0 99.00
2016 01 04 14 50  38  1.7  2.6  3.03 14.81  9.29 290 1008.7  13.7  14.2 999.0 99.0 99.00
2016 01 04 15 50   8  2.6  3.4  3.01 13.79  9.00 284 1009.1  13.6  14.2 999.0 99.0 99.00
2016 01 04 16 50  51  2.0  3.4  3.17 13.79  9.65 287 1009.8  13.3  14.2 999.0 99.0 99.00
2016 01 04 17 50  77  2.6  3.8  3.02 13.79  9.41 277 1010.6  13.4  14.2 999.0 99.0 99.00
2016 01 04 18 50  99  2.6  3.7  2.98 13.79  9.69 296 1010.5  13.8  14.2 999.0 99.0 99.00
2016 01 04 19 50 147  2.2  3.3  3.57 14.81 10.54 290 1009.9  13.9  14.4 999.0 99.0 99.00
2016 01 04 20 50 193  2.7  3.7  3.53 14.81 10.02 287 1009.7  14.1  14.4 999.0 99.0 99.00
2016 01 04 21 50 202  4.1  5.4  3.27 13.79  9.73 286 1009.1  14.3  14.4 999.0 99.0 99.00
2016 01 04 22 50 201  4.5  5.6  3.30 13.79  9.71 297 1009.0  14.1  14.5 999.0 99.0 99.00
2016 01 04 23 50 198  4.0  4.8  3.51 13.79 10.08 296 1009.1  13.9  14.5 999.0 99.0 99.00
2016 01 05 00 50 184  3.5  4.4  3.27 13.79  9.67 289 1009.2  14.0  14.5 999.0 99.0 99.00
2016 01 05 01 50 154  4.3  5.5  3.26 13.79  9.71 298 1009.3  13.9  14.5 999.0 99.0 99.00
2016 01 05 02 50 174  5.4  6.4  2.97 12.90  9.34 278 1009.5  13.9  14.4 999.0 99.0 99.00
2016 01 05 03 50 175  5.2  6.1  2.83 13.79  8.89 286 1009.6  13.9  14.4 999.0 99.0 99.00
2016 01 05 04 50 169  5.6  6.7  2.90 13.79  9.46 281 1009.8  13.9  14.4 999.0 99.0 99.00
2016 01 05 05 50 161  5.7  7.2  2.78 13.79  9.20 280 1009.9  14.0  14.4 999.0 99.0 99.00
2016 01 05 06 50 152  7.9  9.9  2.92 13.79  9.01 276 1009.3  14.1  14.4 999.0 99.0 99.00
2016 01 05 07 50 152  9.4 11.8  2.80 13.79  8.21 291 1008.8  13.6  14.4 999.0 99.0 99.00
2016 01 05 08 50 152  9.8 12.3  2.70 14.81  7.73 277 1008.2  13.7  14.4 999.0 99.0 99.00
2016 01 05 09 50 155 10.8 13.1  2.96 12.90  7.86 270 1007.8  13.8  14.4 999.0 99.0 99.00
2016 01 05 10 50 150 11.9 14.7  3.20 14.81  7.80 273 1007.2  13.5  14.4 999.0 99.0 99.00
2016 01 05 11 50 150 12.8 15.8  3.30 12.90  7.68 283 1005.7  13.6  14.3 999.0 99.0 99.00
2016 01 05 12 50 148 12.0 14.9  3.45 13.79  7.66 262 1005.0  13.7  14.4 999.0 99.0 99.00
2016 01 05 13 50 156 13.6 17.5  3.34 13.79  7.40 273 1004.3  13.6  14.4 999.0 99.0 99.00
2016 01 05 14 50 181  9.8 12.0  3.12 14.81  6.86 279 1005.3  14.4  14.4 999.0 99.0 99.00
2016 01 05 15 50 249  7.6  9.3  3.44 13.79  7.83 281 1006.4  13.8  14.4 999.0 99.0 99.00
2016 01 05 16 50 253  8.2  9.6  3.24 13.79  7.89 268 1007.2  14.0  14.4 999.0 99.0 99.00
2016 01 05 17 50 269  7.7  9.3  3.65 13.79  8.39 275 1008.3  14.2  14.4 999.0 99.0 99.00
2016 01 05 18 50 262  7.4  9.0  3.28 13.79  8.38 273 1008.8  13.7  14.4 999.0 99.0 99.00
2016 01 05 19 50 280 10.3 13.3  3.20 13.79  8.79 278 1008.5  12.9  14.4 999.0 99.0 99.00
2016 01 05 20 50 286  9.3 11.6  3.25 14.81  8.23 269 1008.6  13.5  14.4 999.0 99.0 99.00
2016 01 05 21 50 289 10.9 13.2  3.33 13.79  8.27 278 1008.7  13.4  14.4 999.0 99.0 99.00
2016 01 05 22 50 300 10.2 12.4  3.35 14.81  7.71 268 1009.5  13.1  14.4 999.0 99.0 99.00
2016 01 05 23 50 297  9.8 12.1  3.30 21.05  7.92 292 1009.9  13.7  14.4 999.0 99.0 99.00
2016 01 06 00 50 297  8.4 10.2  3.76 19.05  8.48 303 1010.7  13.1  14.4 999.0 99.0 99.00
2016 01 06 01 50 307  8.3 10.4  3.46 19.05  8.26 288 1011.3  13.5  14.4 999.0 99.0 99.00
2016 01 06 02 50 300  7.5  9.9  3.96 19.05  9.16 292 1011.8  13.7  14.4 999.0 99.0 99.00
2016 01 06 03 50 293  7.2  8.9  3.47 19.05  8.62 301 1012.5  13.6  14.4 999.0 99.0 99.00
2016 01 06 04 50 280  7.0  9.2  3.63 19.05  9.08 290 1013.7  13.7  14.4 999.0 99.0 99.00
2016 01 06 05 50 284  6.4  8.3  4.09 19.05  9.59 291 1014.3  13.7  14.4 999.0 99.0 99.00
2016 01 06 06 50 278  4.8  6.2  3.84 19.05  9.98 295 1014.5  13.7  14.4 999.0 99.0 99.00
2016 01 06 07 50 251  3.2  4.7  3.54 17.39  9.49 283 1014.2  13.8  14.4 999.0 99.0 99.00
2016 01 06 08 50 213  3.5  4.6  3.47 17.39  9.48 299 1013.6  13.7  14.4 999.0 99.0 99.00
2016 01 06 09 50 205  5.3  6.6  3.97 17.39 10.79 278 1013.3  13.7  14.4 999.0 99.0 99.00
2016 01 06 10 50 187  6.2  7.3  4.14 16.00 10.58 299 1012.8  13.8  14.4 999.0 99.0 99.00
2016 01 06 11 50 169  7.7  9.3  3.94 19.05 10.34 288 1011.4  13.8  14.4 999.0 99.0 99.00
2016 01 06 13 50 169 10.9 13.2  4.12 17.39  9.41 291 1009.8  13.7  14.4 999.0 99.0 99.00
2016 01 06 14 50 200 13.8 18.0  4.02 17.39  8.84 276 1009.2  13.8  14.4 999.0 99.0 99.00
2016 01 06 15 50 260  6.8  8.6  4.19 17.39  8.25 288 1010.7  13.2  14.3 999.0 99.0 99.00
2016 01 06 16 50 249  5.2  7.1  4.30 17.39  9.42 284 1011.6  13.4  14.3 999.0 99.0 99.00
2016 01 06 17 50 191  4.6  6.5  3.91 17.39  9.04 282 1011.2  13.5  14.2 999.0 99.0 99.00
2016 01 06 18 50 235 11.5 13.8  4.26 17.39  9.44 276 1011.1  14.0  14.2 999.0 99.0 99.00
2016 01 06 19 50 226 10.0 12.8  4.24 16.00  8.35 282 1009.7  13.3  14.1 999.0 99.0 99.00
2016 01 06 20 50 220  8.5 10.2  4.35 16.00  8.50 277 1009.5  13.1  14.2 999.0 99.0 99.00
2016 01 06 21 50 264  8.7 10.9  4.04 14.81  8.24 278 1009.0  13.0  14.3 999.0 99.0 99.00
2016 01 06 22 50 235  9.5 11.4  4.25 16.00  8.94 292 1008.9  13.4  14.4 999.0 99.0 99.00
2016 01 06 23 50 262  6.3  8.6  4.15 13.79  8.69 285 1009.3  11.6  14.4 999.0 99.0 99.00
2016 01 07 00 50 234  5.8 15.6  4.27 16.00  8.85 289 1010.1   8.5  14.3 999.0 99.0 99.00
2016 01 07 01 50 283  3.4  5.3  4.22 16.00  9.63 278 1009.9  12.1  14.3 999.0 99.0 99.00
2016 01 07 02 50 233  4.9  7.8  4.31 16.00  9.20 275 1010.1  12.8  14.3 999.0 99.0 99.00
2016 01 07 03 50 241  6.9  9.2  4.46 16.00  9.51 290 1010.2  13.5  14.3 999.0 99.0 99.00
2016 01 07 04 50 229  6.8 11.4  4.39 12.90  9.02 265 1010.4  12.6  14.3 999.0 99.0 99.00
2016 01 07 05 50 228  5.4  7.1  4.43 16.00  9.27 275 1010.6  11.8  14.3 999.0 99.0 99.00
2016 01 07 06 50 240  8.6 11.8  4.52 16.00  9.66 277 1010.7  13.1  14.3 999.0 99.0 99.00
2016 01 07 07 50 291  8.0 11.7  4.94 16.00  9.58 275 1010.8  11.0  14.3 999.0 99.0 99.00
2016 01 07 08 50 288  8.5 10.8  4.85 16.00 10.06 277 1010.2  13.1  14.2 999.0 99.0 99.00
2016 01 07 09 50 290 11.3 14.2  4.78 13.79  9.20 276 1010.5  11.4  14.2 999.0 99.0 99.00
2016 01 07 10 50 296  5.7  7.3  4.63 16.00  9.23 266 1011.0  11.7  14.2 999.0 99.0 99.00
2016 01 07 11 50 303  8.1 11.7  5.14 14.81  9.99 274 1011.1  10.9  14.2 999.0 99.0 99.00
2016 01 07 12 50 287  6.9  9.2  5.61 14.81 10.14 269 1011.0  11.5  14.1 999.0 99.0 99.00
2016 01 07 13 50 314  9.5 12.8  4.92 14.81  9.51 275 1011.4  11.9  14.1 999.0 99.0 99.00
2016 01 07 14 50 307  9.1 11.1  5.83 16.00 10.26 275 1012.1  12.3  14.1 999.0 99.0 99.00
2016 01 07 15 50 321  7.9 11.4  5.42 16.00 10.22 275 1013.1  11.8  14.1 999.0 99.0 99.00
2016 01 07 16 50  44  3.2  6.4  5.02 16.00 10.12 283 1014.3  10.9  14.1 999.0 99.0 99.00
2016 01 07 17 50 309  1.0  2.7  5.23 16.00 10.88 290 1015.4  11.5  14.2 999.0 99.0 99.00
2016 01 07 18 50 302  3.3  5.3  5.44 16.00 10.87 281 1015.5  11.4  14.2 999.0 99.0 99.00
2016 01 07 19 50 312  6.6  9.0  5.30 16.00 10.97 283 1014.8  12.0  14.2 999.0 99.0 99.00
2016 01 07 20 50 323  8.0 10.2  4.98 16.00 10.73 281 1014.5  12.4  14.3 999.0 99.0 99.00
2016 01 07 21 50 308  8.0 10.2  4.58 14.81 10.27 293 1014.4  12.1  14.3 999.0 99.0 99.00
2016 01 07 22 50 316  9.0 11.6  5.36 16.00 11.24 280 1014.6  12.8  14.3 999.0 99.0 99.00
2016 01 07 23 50 306  9.8 12.4  5.28 16.00 11.33 284 1014.9  12.9  14.3 999.0 99.0 99.00
2016 01 08 00 50 316  9.3 11.4  5.39 16.00 10.62 275 1015.2  12.8  14.2 999.0 99.0 99.00
2016 01 08 01 50 320  8.9 11.5  4.69 14.81 10.41 286 1015.5  12.8  14.2 999.0 99.0 99.00
2016 01 08 02 50 313  9.9 12.2  4.66 16.00 10.04 283 1016.0  12.9  14.2 999.0 99.0 99.00
2016 01 08 03 50 314  8.9 11.2  4.90 16.00 10.60 282 1016.5  13.1  14.1 999.0 99.0 99.00
2016 01 08 04 50 320  9.3 11.2  5.05 14.81 10.38 290 1017.1  13.1  14.1 999.0 99.0 99.00
2016 01 08 05 50 326  8.6 10.9  5.39 16.00 10.55 287 1016.9  13.0  14.1 999.0 99.0 99.00
2016 01 08 06 50 334  7.6  9.5  5.47 14.81 10.70 272 1017.0  12.9  14.0 999.0 99.0 99.00
2016 01 08 07 50 332  6.9  8.5  4.85 14.81 10.06 278 1017.0  12.9  14.1 999.0 99.0 99.00
2016 01 08 08 50 334  7.5  9.3  5.13 13.79 10.82 279 1017.0  12.8  14.1 999.0 99.0 99.00
2016 01 08 09 50 350  7.0  8.9  4.10 14.81  9.77 285 1017.2  12.6  14.1 999.0 99.0 99.00
2016 01 08 10 50  15  4.9  6.6  4.57 16.00 10.57 291 1017.4  12.0  14.1 999.0 99.0 99.00
2016 01 08 11 50  15  4.8  6.1  4.12 12.90 10.66 282 1017.2  11.8  14.0 999.0 99.0 99.00
2016 01 08 12 50  10  4.6  6.2  4.29 14.81 10.43 288 1017.5  12.0  14.0 999.0 99.0 99.00
2016 01 08 13 50  18  4.5  5.5  3.95 14.81 10.29 274 1017.8  12.0  14.0 999.0 99.0 99.00
2016 01 08 14 50  33  4.5  6.2  4.19 14.81 10.31 277 1017.8  11.9  14.0 999.0 99.0 99.00
2016 01 08 15 50  58  3.6  5.6  4.30 14.81 10.75 287 1018.0  11.8  14.0 999.0 99.0 99.00
2016 01 08 16 50 360  1.4  2.7  4.72 14.81 11.09 279 1019.2  12.1  14.0 999.0 99.0 99.00
2016 01 08 17 50  24  1.6  2.5  3.55 14.81 10.19 270 1020.0  12.2  14.1 999.0 99.0 99.00
2016 01 08 18 50  59  4.0  5.6  3.21 13.79  9.95 278 1019.5  11.7  14.1 999.0 99.0 99.00
2016 01 08 19 50  26  1.4  2.4  3.45 14.81 10.27 278 1019.5  12.1  14.2 999.0 99.0 99.00
2016 01 08 20 50 301  2.0  3.5  3.28 14.81 10.13 282 1019.4  12.1  14.4 999.0 99.0 99.00
2016 01 08 21 50 301  3.7  5.7  3.17 13.79 10.45 274 1019.6  12.1  14.4 999.0 99.0 99.00
2016 01 08 22 50 319  4.4  6.4  3.02 14.81 10.23 283 1019.4  12.3  14.2 999.0 99.0 99.00
2016 01 08 23 50 331  5.1  6.5  3.66 14.81 11.00 285 1019.3  12.5  14.2 999.0 99.0 99.00
2016 01 09 00 50 344  5.3  6.4  3.35 13.79 10.38 286 1019.4  12.9  14.1 999.0 99.0 99.00
2016 01 09 01 50 337  4.8  5.8  3.44 13.79 10.59 276 1019.6  13.0  14.1 999.0 99.0 99.00
2016 01 09 02 50 331  4.6  5.8  3.48 13.79 10.39 288 1019.6  12.7  14.0 999.0 99.0 99.00
2016 01 09 03 50 305  4.8  6.0  3.14 12.90  9.84 283 1020.0  12.7  14.0 999.0 99.0 99.00
2016 01 09 04 50 316  4.4  5.3  3.14 13.79  9.90 282 1020.4  12.6  14.0 999.0 99.0 99.00
2016 01 09 05 50 329  3.4  4.8  2.76 13.79  9.78 280 1020.5  12.6  14.0 999.0 99.0 99.00
2016 01 09 06 50 341  2.7  3.7  2.64 12.12  9.36 287 1020.5  12.7  14.0 999.0 99.0 99.00
2016 01 09 07 50 341  1.4  2.2  2.58 14.81  9.52 295 1020.5  12.6  13.9 999.0 99.0 99.00
2016 01 09 08 50 318  0.9  1.8  2.44 13.79  9.00 281 1020.5  12.5  13.9 999.0 99.0 99.00
2016 01 09 09 50 264  1.8  2.8  2.54 13.79  9.50 277 1020.8  12.6  13.9 999.0 99.0 99.00
2016 01 09 10 50 192  1.6  2.3  2.33 12.90  8.75 289 1020.9  12.6  13.9 999.0 99.0 99.00
2016 01 09 11 50 144  2.5  3.7  2.31 13.79  8.76 272 1020.8  12.8  13.9 999.0 99.0 99.00
2016 01 09 12 50 173  3.8  4.9  2.26 12.90  8.80 289 1020.8  12.8  13.9 999.0 99.0 99.00
2016 01 09 13 50 174  4.3  5.0  2.06 13.79  8.52 277 1021.1  12.8  13.8 999.0 99.0 99.00
2016 01 09 14 50 170  5.7  7.3  1.87 14.81  8.13 294 1021.5  13.0  13.7 999.0 99.0 99.00
2016 01 09 15 50 155  7.1  8.4  1.75 12.90  8.05 286 1021.3  13.0  13.8 999.0 99.0 99.00
2016 01 09 16 50 161  7.8  9.5  1.69 12.90  6.93 285 1021.6  12.6  14.0 999.0 99.0 99.00
2016 01 09 17 50 156  9.0 10.3  1.54 13.79  5.96 264 1021.8  12.6  14.1 999.0 99.0 99.00
2016 01 09 18 50 152  9.8 11.5  1.62 12.90  5.85 260 1021.3  13.2  14.1 999.0 99.0 99.00
2016 01 09 19 50 156 10.5 12.7  1.63 12.12  5.38 274 1020.9  12.6  14.1 999.0 99.0 99.00
2016 01 09 20 50 158 10.1 12.2  1.82 12.90  5.62 289 1020.6  12.8  14.0 999.0 99.0 99.00
2016 01 09 21 50 155 10.9 13.5  2.07 11.43  5.62 285 1020.1  11.3  13.9 999.0 99.0 99.00
2016 01 09 22 50 143  9.8 11.7  2.08 12.90  5.73 285 1020.3  11.6  13.7 999.0 99.0 99.00
2016 01 09 23 50 141  8.2 12.1  2.05 12.90  6.01 266 1020.6  12.4  13.7 999.0 99.0 99.00
2016 01 10 00 50 148  7.2 10.2  2.09 11.43  5.97 283 1020.3  12.7  13.7 999.0 99.0 99.00
2016 01 10 01 50 137  6.9  8.8  2.05 12.90  6.20 287 1020.4  13.2  13.7 999.0 99.0 99.00
2016 01 10 02 50 135  4.7  5.5  1.97 10.00  5.96 265 1020.5  13.0  13.7 999.0 99.0 99.00
2016 01 10 03 50 153  4.1  4.9  1.94 11.43  6.07 277 1021.0  13.0  13.8 999.0 99.0 99.00
2016 01 10 04 50 172  6.5  8.2  2.06 12.90  6.36 260 1021.3  13.0  13.9 999.0 99.0 99.00
2016 01 10 05 50 158  8.6 10.1  1.87 12.12  6.11 283 1020.7  13.0  14.0 999.0 99.0 99.00
2016 01 10 06 50 125  4.1  6.9  2.09 12.90  6.35 286 1021.6  13.1  14.1 999.0 99.0 99.00
2016 01 10 07 50 168  3.1  4.1  2.07 11.43  6.70 279 1022.0  13.0  14.1 999.0 99.0 99.00
2016 01 10 08 50 150  5.6  6.8  1.89 12.12  6.72 295 1021.4  13.0  14.1 999.0 99.0 99.00
2016 01 10 09 50 169  5.2  6.3  1.78 11.43  6.63 297 1021.5  13.1  14.1 999.0 99.0 99.00
2016 01 10 10 50 179  5.0  5.9  1.83 11.43  7.05 287 1021.4  13.2  14.0 999.0 99.0 99.00
2016 01 10 11 50 168  3.3  4.4  1.68 12.90  7.21 284 1021.4  12.9  14.0 999.0 99.0 99.00
2016 01 10 12 50 163  4.5  5.5  1.94 11.43  7.83 282 1021.2  13.0  14.0 999.0 99.0 99.00
